species,common_name,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.301,679,visual,1994,2003,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,NA,NA,NA,NA
Negaprion brevirostris,lemon shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.079,374,visual,1994,2003,sporadic,ram,368,total_length,,60,,placental viviparity,27,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,913,897,244,11
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.067,5607,visual,1994,2003,sporadic,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,902,886,244,791
Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0,1155,visual,1994,2003,sporadic,ram,308,total_length,,65,,yolk-sac viviparity,27,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,2728,2532,247,493
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.35,569,visual,2008,2009,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,896,880,244,11
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.8,249,visual,2008,2009,sporadic,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,894,878,244,11
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.95,174,visual,2008,2009,sporadic,ram,304,total_length,,100,,placental viviparity,,coastal,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,,,,
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.75,104,visual,2008,2009,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,890,874,244,11
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0,97,visual,2008,2009,sporadic,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,902,886,244,791
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,1,71,visual,2008,2009,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,933,917,244,12
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.8,53,visual,2008,2009,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,928,912,244,12
Carcharhinus brachyurus,copper shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.7,23,visual,2008,2009,sporadic,ram,322,total_length,,73,,placental viviparity,26,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,880,864,244,11
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.416,137,visual,2018,2018,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,2730,2534,247,486
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.435,416,visual,2018,2018,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,891,875,244,11
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.411,90,visual,2018,2018,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,884,868,244,11
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.69,84,visual,2018,2018,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,933,917,244,12
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.22,100,visual,2018,2018,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,768,752,247,9
Isurus paucus,longfin majo shark,Lamnidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.163,104,visual,2018,2018,sporadic,ram,427,total_length,,876,,oophagy,28,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,769,753,247,9
Lamna nasus,porbeagle shark,Lamnidae,,handline,,research,,,,Atlantic,NW,,,pelagic,post-release survival,1,13,satellite tag,2015,2019,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Anderson et al 2021,,LF,103,88,247,9
Negaprion acutidens,sharptooth lemon shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,23,visual,2015,2017,sporadic,ram,310,total_length,,45,,placental viviparity,,benthocoastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus amboinensis,pigeye shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,23,visual,2015,2017,sporadic,ram,280,total_length,,50,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Rhynchobatus australiae,bottlenose wedgefish,,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,15,visual,2015,2017,sporadic,stationary,300,total_length,,30,,yolk-sac viviparity,,benthocoastal,Braccini & Walrick 2019,,LF,,,,
Stegostoma tigrinum,zebra shark,Stegostomatidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,8,visual,2015,2017,sporadic,stationary,250,total_length,,45,,yolk-sac viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Pristis zijsron,green sawfish,Pristidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,2,visual,2015,2017,sporadic,stationary,730,total_length,,50,,yolk-sac viviparity,,benthocoastal,Braccini & Walrick 2019,,LF,,,,
Orectolobus ornatus,banded wobbegong,Orectolobidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,2,visual,2015,2017,sporadic,stationary,110,total_length,,52.5,,yolk-sac viviparity,,benthocoastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Squalus spp.,spurdogs,Squalidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,stationary,,total_length,,,,yolk-sac viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,
Nebrius ferrugineus,tawny nurse shark,Ginglymostomatidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,stationary,320,total_length,,35,,yolk-sac viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Orectolobus spp.,wobbegongs,Orectolobidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,stationary,,total_length,,,,yolk-sac viviparity,,benthocoastal,Braccini & Walrick 2019,,LF,,,,
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.009,115,visual,2015,2017,sporadic,ram,740,total_length,,556,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.013,76,visual,2015,2017,sporadic,ram,420,total_length,,250,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.05,863,visual,2015,2017,sporadic,ram,243,total_length,,140,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.308,13,visual,2015,2017,sporadic,ram,310,total_length,,150,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Mustelus antarcticus,gummy shark,Triakidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.375,16,visual,2015,2017,sporadic,ram,185.2,total_length,,178,,placental viviparity,,benthocoastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus albimarginatus,silvertip shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.385,13,visual,2015,2017,sporadic,ram,300,total_length,,400,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus amblyrhynchos,grey reef shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.5,2,visual,2015,2017,sporadic,ram,265,total_length,,137.5,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus limbatus/tilstoni,blacktip shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.526,19,visual,2015,2017,sporadic,ram,286,total_length,,70,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.714,28,visual,2015,2017,sporadic,ram,430,total_length,,521.5,,placental viviparity,,coastal-pelagic,Braccini & Walrick 2019,,LF,,,,
Loxodon macrorhinus,sliteye shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.8,15,visual,2015,2017,sporadic,ram,99,total_length,,63.5,,yolk-sac viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus sorrah,spot-tail shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.851,114,visual,2015,2017,sporadic,ram,166,total_length,,70,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Rhizoprionodon acutus,milk shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.867,98,visual,2015,2017,sporadic,ram,178,total_length,,100.5,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.938,16,visual,2015,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus dussumieri,whitecheek shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,1,1,visual,2015,2017,sporadic,ram,100.7,total_length,,50,,placental viviparity,,coastal,Braccini & Walrick 2019,,LF,,,,
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,handline,,recreational,,,,Atlantic,W,,Gulf of Mexico,coastal,post-release mortality,0.455,11,satellite tag,2018,2021,sporadic,ram,286,total_length,,70,,placental viviparity,,coastal,Binstock et al 2023,,LF,,,,
Carcharhinus leucas,bull shark,Carcharhinidae,,handline,,recreational,,,,Atlantic,W,,Gulf of Mexico,coastal,post-release mortality,0,14,satellite tag,2018,2021,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal,Binstock et al 2023,,LF,,,,
Galeocerdo cuvier,tiger shark,Carcharhinidae,,handline,,recreational,,,,Atlantic,W,,Gulf of Mexico,coastal,post-release mortality,0,6,satellite tag,2018,2021,sporadic,ram,740,total_length,,556,,placental viviparity,,coastal-pelagic,Binstock et al 2023,,LF,,,,
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.031,130,acceleration data loggers,2013,2017,sporadic,ram,243,total_length,,140,,placental viviparity,,coastal-pelagic,Whitney et al 2021,,LF,,,,
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.419,105,acceleration data loggers,2013,2017,sporadic,ram,286,total_length,,70,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.019,52,acceleration data loggers,2013,2017,sporadic,ram,740,total_length,,556,,placental viviparity,,coastal-pelagic,Whitney et al 2021,,LF,,,,
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.714,14,acceleration data loggers,2013,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.071,14,acceleration data loggers,2013,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,1,1,acceleration data loggers,2013,2017,sporadic,ram,164,total_length,,51.5,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.005,185,visual,2013,2017,sporadic,ram,243,total_length,,140,,placental viviparity,,coastal-pelagic,Whitney et al 2021,,LF,,,,
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.35,292,visual,2013,2017,sporadic,ram,286,total_length,,70,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,126,visual,2013,2017,sporadic,ram,740,total_length,,556,,placental viviparity,,coastal-pelagic,Whitney et al 2021,,LF,,,,
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.618,55,visual,2013,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,36,visual,2013,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.349,234,visual,2013,2017,sporadic,ram,164,total_length,,51.5,,placental viviparity,,coastal,Whitney et al 2021,,LF,,,,
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,pole and line,rod and heel,research,,,,Atlantic,W,,"Florida, South Carolina",coastal,post-release mortality,0.301,63,acceleration data loggers,2019,2021,sporadic,ram,164,total_length,,51.5,,placental viviparity,,coastal,Knotek et al 2022,,LF,,,,
Leucoraja erinacea,little skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.143,251,captivity after fishing,2009,2011,sporadic,stationary,62,total_length,,462,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,
Malacoraja senta,smooth skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.586,58,captivity after fishing,2009,2011,sporadic,stationary,71,total_length,,730.5,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,
Amblyraja radiata,thorny skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.196,407,captivity after fishing,2009,2011,sporadic,stationary,111,total_length,,773,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,
Leucoraja ocellata,winter skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.077,572,captivity after fishing,2009,2011,sporadic,stationary,113,total_length,,363.5,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,
