reference,family,genus,alive,dead,hooks_per_set,bait,hook,leader,source,sample_size,scientific_name,gear_class,estimate_type,estimate,max_size_cm,measure,median_depth,reproductive_mode,group,ac
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Carcharhinidae,Carcharhinus,3,8,619,squid,c,mono,Gilman et al (2022),11,Carcharhinus longimanus,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Lamnidae,Isurus,1,3,619,squid,c,mono,Gilman et al (2022),4,Isurus oxyrinchus,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Carcharhinidae,Carcharhinus,1,1,619,squid,c,mono,Gilman et al (2022),2,Carcharhinus falciformis,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Carcharhinidae,Prionace,31,4,619,squid,j,mono,Gilman et al (2022),35,Prionace glauca,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Pseudocarchariidae,Pseudocarcharias,6,2,619,squid,j,mono,Gilman et al (2022),8,Pseudocarcharias kamoharai,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Carcharhinidae,Carcharhinus,3,6,619,squid,j,mono,Gilman et al (2022),9,Carcharhinus longimanus,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Lamnidae,Isurus,1,1,619,squid,j,mono,Gilman et al (2022),2,Isurus oxyrinchus,,,,,,,,,
"Pacheco, J., Kerstetter, D., Hazin, F., Hazin, H., Segundo, R., Graves, J., Carvalho, F., Travassos, P. 2011. A comparison of circle hook and J hook performance in a western equatorial Atlantic Ocean pelagic longline fishery. Fisheries Research 107: 39-45.",Sphyrnidae,Sphyrna,1,1,619,squid,j,mono,Gilman et al (2022),2,Sphyrna lewini,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,0,25,650,other,c,mono,Gilman et al (2022),25,Carcharhinus signatus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Prionace,16,6,650,other,c,mono,Gilman et al (2022),22,Prionace glauca,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,7,2,650,other,c,mono,Gilman et al (2022),9,Carcharhinus falciformis,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,7,2,650,other,c,mono,Gilman et al (2022),9,Carcharhinus longimanus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Sphyrnidae,Sphyrna,2,1,650,other,c,mono,Gilman et al (2022),3,Sphyrna lewini,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,5,2,650,other,c,mono,Gilman et al (2022),7,Carcharhinus obscurus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Galeocerdo,5,1,650,other,c,mono,Gilman et al (2022),6,Galeocerdo cuvier,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Lamnidae,Isurus,4,1,650,other,c,mono,Gilman et al (2022),5,Isurus oxyrinchus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Ginglymostomatidae,Ginglymostoma,5,0,650,other,c,mono,Gilman et al (2022),5,Ginglymostoma cirratum,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,1,0,650,other,c,mono,Gilman et al (2022),1,Carcharhinus leucas,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,0,8,650,other,j,mono,Gilman et al (2022),8,Carcharhinus signatus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Prionace,3,7,650,other,j,mono,Gilman et al (2022),10,Prionace glauca,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,1,4,650,other,j,mono,Gilman et al (2022),5,Carcharhinus falciformis,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,1,2,650,other,j,mono,Gilman et al (2022),3,Carcharhinus longimanus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Sphyrnidae,Sphyrna,1,7,650,other,j,mono,Gilman et al (2022),8,Sphyrna lewini,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,0,3,650,other,j,mono,Gilman et al (2022),3,Carcharhinus obscurus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Galeocerdo,1,1,650,other,j,mono,Gilman et al (2022),2,Galeocerdo cuvier,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Lamnidae,Isurus,0,1,650,other,j,mono,Gilman et al (2022),1,Isurus oxyrinchus,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Ginglymostomatidae,Ginglymostoma,1,0,650,other,j,mono,Gilman et al (2022),1,Ginglymostoma cirratum,,,,,,,,,
"Afonso AS, Hazin FHV, Carvalho F, et al (2011) Fishing gear modifications to reduce elasmobranch mortality in pelagic and bottom longline fisheries off Northeast Brazil. Fisheries Research 108:336-343.",Carcharhinidae,Carcharhinus,0,1,650,other,j,mono,Gilman et al (2022),1,Carcharhinus leucas,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Prionace,16,13,1200,squid,other,mono,Gilman et al (2022),29,Prionace glauca,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Prionace,37,11,1200,squid,other,wire,Gilman et al (2022),48,Prionace glauca,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Carcharhinus,0,4,1200,squid,c,mono,Gilman et al (2022),4,Carcharhinus falciformis,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Carcharhinus,3,3,1200,squid,c,wire,Gilman et al (2022),6,Carcharhinus falciformis,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Carcharhinus,0,5,1200,squid,j,mono,Gilman et al (2022),5,Carcharhinus falciformis,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Carcharhinus,3,6,1200,squid,j,wire,Gilman et al (2022),9,Carcharhinus falciformis,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Pseudocarchariidae,Pseudocarcharias,0,3,1200,squid,c,mono,Gilman et al (2022),3,Pseudocarcharias kamoharai,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Pseudocarchariidae,Pseudocarcharias,0,3,1200,squid,c,wire,Gilman et al (2022),3,Pseudocarcharias kamoharai,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Pseudocarchariidae,Pseudocarcharias,0,3,1200,squid,j,mono,Gilman et al (2022),3,Pseudocarcharias kamoharai,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Pseudocarchariidae,Pseudocarcharias,1,1,1200,squid,j,wire,Gilman et al (2022),2,Pseudocarcharias kamoharai,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Galeocerdo,0,1,1200,squid,c,wire,Gilman et al (2022),1,Galeocerdo cuvier,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Galeocerdo,1,0,1200,squid,j,mono,Gilman et al (2022),1,Galeocerdo cuvier,,,,,,,,,
"Afonso AS, Santiago R, Hazin H, Hazin FHV (2012) Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials. Fisheries Research 131-133: 9-14. 
and
Afonso AS, Santiago R, Hazin H, Hazin FHV (2015) Corrigendum to ""Shark bycatch and mortality and hook bite-offs in pelagic longlines: Interactions between hook types and leader materials"". Fisheries Research 167:278-279.",Carcharhinidae,Galeocerdo,0,1,1200,squid,j,wire,Gilman et al (2022),1,Galeocerdo cuvier,,,,,,,,,
"Amorim, S., Santos, M., Coelho, R., Fernandez-Carvalho, J. 2015. Effects of 17/0 circle hooks and bait on fish catches in a southern Atlantic swordfish longline fishery. Aquatic Conservation: Marine and Freswhater Ecosystems 25: 518-533.",Alopiidae,Alopias,28,17,1440,other,j,mono,Gilman et al (2022),45,Alopias superciliosus,,,,,,,,,
"Amorim, S., Santos, M., Coelho, R., Fernandez-Carvalho, J. 2015. Effects of 17/0 circle hooks and bait on fish catches in a southern Atlantic swordfish longline fishery. Aquatic Conservation: Marine and Freswhater Ecosystems 25: 518-533.",Alopiidae,Alopias,34,50,1440,other,c,mono,Gilman et al (2022),84,Alopias superciliosus,,,,,,,,,
"Amorim, S., Santos, M., Coelho, R., Fernandez-Carvalho, J. 2015. Effects of 17/0 circle hooks and bait on fish catches in a southern Atlantic swordfish longline fishery. Aquatic Conservation: Marine and Freswhater Ecosystems 25: 518-533.",Pseudocarchariidae,Pseudocarcharias,37,5,1440,other,j,mono,Gilman et al (2022),42,Pseudocarcharias kamoharai,,,,,,,,,
"Amorim, S., Santos, M., Coelho, R., Fernandez-Carvalho, J. 2015. Effects of 17/0 circle hooks and bait on fish catches in a southern Atlantic swordfish longline fishery. Aquatic Conservation: Marine and Freswhater Ecosystems 25: 518-533.",Pseudocarchariidae,Pseudocarcharias,161,16,1440,other,c,mono,Gilman et al (2022),177,Pseudocarcharias kamoharai,,,,,,,,,
"Bromhead D, Clarke S, Hoyle S, et al (2012) Identification of factors influencing shark catch and mortality in the Marshall Islands tuna longline fishery and management implications. Journal of Fish Biology 80: 1870-94.",Carcharhinidae,Prionace,2775,677,unk,other,other,other,Gilman et al (2022),3452,Prionace glauca,,,,,,,,,
"Bromhead D, Clarke S, Hoyle S, et al (2012) Identification of factors influencing shark catch and mortality in the Marshall Islands tuna longline fishery and management implications. Journal of Fish Biology 80: 1870-94.",Carcharhinidae,Carcharhinus,2383,859,unk,other,other,other,Gilman et al (2022),3242,Carcharhinus falciformis,,,,,,,,,
"Bromhead D, Clarke S, Hoyle S, et al (2012) Identification of factors influencing shark catch and mortality in the Marshall Islands tuna longline fishery and management implications. Journal of Fish Biology 80: 1870-94.",Alopiidae,Alopias,818,818,unk,other,other,other,Gilman et al (2022),1636,Alopias superciliosus,,,,,,,,,
"Bromhead D, Clarke S, Hoyle S, et al (2012) Identification of factors influencing shark catch and mortality in the Marshall Islands tuna longline fishery and management implications. Journal of Fish Biology 80: 1870-94.",Alopiidae,Alopias,490,863,unk,other,other,other,Gilman et al (2022),1353,Alopias pelagicus,,,,,,,,,
