scientific_name,f,f_mort,mid_avm,mid_prm
Carcharhinus humani,0.06351057749528352,0.03125183436467821,0.33,0.2655628283970689
Carcharhinus isodon,0.12857474325,0.08625057909837601,0.08661956521739131,0.2655628283970689
Carcharhinus leiodon,0.07908848706977871,0.03891730158242178,0.33,0.2655628283970689
Carcharhinus leucas,0.1015901336867488,0.05209503840033047,0.16633889450623526,0.38488645458587656
Carcharhinus limbatus,0.07862152974097482,0.02713581089885788,0.429925,0.394562497946848
Carcharhinus longimanus,0.11769573577257444,0.06922540212777259,0.11501923076923076,0.33538379618251823
Carcharhinus macloti,0.07908848706977871,0.03233806447143286,0.33,0.3897244762663623
Carcharhinus melanopterus,0.07908848706977871,0.03358103179555447,0.429925,0.25518438627854423
Carcharhinus obscurus,0.0531466275,0.026838429239321514,0.17903225806451611,0.38488645458587656
Carcharhinus plumbeus,0.07927586069537818,0.046251626070010723,0.08661956521739131,0.361244966442953
Carcharhinus porosus,0.0926287246945725,0.07145000990029521,0.17903225806451611,0.06042702702702703
Carcharhinus sealei,0.05447083000691234,0.02280607973050462,0.429925,0.2655628283970689
Carcharhinus signatus,0.1103555725,0.06132804272712408,0.11357333333333336,0.3730657105144148
Carcharhinus sorrah,0.17057887927395027,0.060964817264086923,0.429925,0.3730657105144148
Carcharhinus tilstoni,0.17985470525155076,0.09179493047364405,0.157,0.394562497946848
Carcharhinus tjutjot,0.05447083000691234,0.02280607973050462,0.429925,0.2655628283970689
Carcharias taurus,0.02610649776317006,0.009154526811075979,0.429925,0.38488645458587656
Carcharodon carcharias,0.09315814152183474,0.0511513820581038,0.17383720930232557,0.33538379618251823
Centrophorus atromarginatus,0.05335154601158458,0.03396270297106661,0.33,0.04987567861020629
Centrophorus granulosus,0.0296279175,0.019096377945449997,0.33,0.038
Centrophorus harrissoni,0.06085329641137688,0.04899085907542513,0.157,0.045
Centrophorus isodon,0.04057274818244219,0.025960472924535637,0.33,0.045
Centrophorus moluccensis,0.05335154601158458,0.04295146238981634,0.157,0.045
Centrophorus squamosus,0.0347101005,0.022372048176269997,0.33,0.038
Centrophorus tessellatus,0.05335154601158458,0.025475363220531635,0.5,0.045
Centrophorus uyato,0.05335154601158458,0.04295146238981634,0.157,0.045
Centrophorus westraliensis,0.0475538600985129,0.030427337384033474,0.33,0.045
Centroscyllium excelsum,0.05335154601158458,0.04209359434462263,0.17383720930232557,0.045
Centroscyllium fabricii,0.05427108595755044,0.03497988574307956,0.33,0.038
Centroscyllium granulatum,0.05427108595755044,0.03814798642925195,0.2639628482972136,0.045
Centroscyllium kamoharai,0.07062541212647888,0.05572242363563883,0.17383720930232557,0.045
Centroscyllium nigrum,0.11300190167509323,0.08915685795214745,0.17383720930232557,0.045
Centroscyllium ornatum,0.049930121711087,0.039394140301534396,0.17383720930232557,0.045
Centroscyllium ritteri,0.08050563813543204,0.0648122715655016,0.157,0.045
Centroscymnus coelolepis,0.04975538205702069,0.03925627325429663,0.17383720930232557,0.045
Centroscymnus macracanthus,0.05317606138019395,0.034024702874117095,0.33,0.045
Centroscymnus owstonii,0.05317606138019395,0.04281018585504584,0.157,0.045
Cephaloscyllium albipinnum,0.05317606138019395,0.039519885668200846,0.2177977207977208,0.04987567861020629
Cephaloscyllium fasciatum,0.05317606138019395,0.03931708456429015,0.2177977207977208,0.0547513572204126
Cephaloscyllium hiscosellum,0.05317606138019395,0.03737827670298322,0.2639628482972136,0.045
Cephaloscyllium isabellum,0.05317606138019395,0.03570148978855015,0.29698142414860684,0.045
Cephaloscyllium laticeps,0.05317606138019395,0.03367728189815488,0.33,0.0547513572204126
Cephaloscyllium sarawakensis,0.05317606138019395,0.03367728189815488,0.33,0.0547513572204126
Cephaloscyllium signourum,0.05317606138019395,0.04281018585504584,0.157,0.045
Cephaloscyllium silasi,0.05317606138019395,0.02539156930904261,0.5,0.045
Cephaloscyllium speccum,0.03985008833342642,0.025237722080918054,0.33,0.0547513572204126
Cephaloscyllium sufflans,0.05317606138019395,0.034024702874117095,0.33,0.045
Cephaloscyllium umbratile,0.05317606138019395,0.04126561503649696,0.17903225806451611,0.0547513572204126
Cephaloscyllium variegatum,0.05317606138019395,0.034024702874117095,0.33,0.045
Cephaloscyllium ventriosum,0.07460568765598302,0.04724901975030536,0.33,0.0547513572204126
Cephalurus cephalus,0.05317606138019395,0.04281018585504584,0.157,0.045
Cetorhinus maximus,0.1101718365,0.06049328173355187,0.17383720930232557,0.33538379618251823
Chiloscyllium arabicum,0.05317606138019395,0.02895019774770493,0.429925,0.045
Chiloscyllium burmensis,0.05968235187517175,0.0324923629917028,0.429925,0.045
Chiloscyllium griseum,0.05317606138019395,0.02895019774770493,0.429925,0.045
Chiloscyllium indicum,0.05317606138019395,0.02895019774770493,0.429925,0.045
Chiloscyllium plagiosum,0.05317606138019395,0.02895019774770493,0.429925,0.045
Chiloscyllium punctatum,0.04458962394981777,0.024275555528898707,0.429925,0.045
Chlamydoselachus africana,0.06659175801445501,0.03926922614236505,0.157,0.30047331228979357
Chlamydoselachus anguineus,0.04772512510025441,0.028143553888872214,0.157,0.30047331228979357
Cirrhigaleus asper,0.035839053295044,0.01711314794838351,0.5,0.045
Cirrhigaleus australis,0.05317606138019395,0.03765225360028258,0.2639628482972136,0.038
Cirrhigaleus barbifer,0.05284252581573869,0.025232306077015227,0.5,0.045
Cirrhoscyllium expolitum,0.05284252581573869,0.03346604829160944,0.33,0.0547513572204126
Cirrhoscyllium formosanum,0.08050563813543204,0.050985556273026554,0.33,0.0547513572204126
Cirrhoscyllium japonicum,0.07908848706977871,0.0500880509916735,0.33,0.0547513572204126
Dalatias licha,0.13143380775,0.0840979218888375,0.33,0.045
Deania calcea,0.05743938075,0.03675258777288749,0.33,0.045
Deania profundorum,0.02532582016717329,0.01998170400404846,0.17383720930232557,0.045
Deania quadrispinosa,0.08050563813543204,0.0648122715655016,0.157,0.045
Echinorhinus brucus,0.08050563813543204,0.0648122715655016,0.157,0.045
Echinorhinus cookei,0.0347728957372008,0.027994441306669556,0.157,0.045
Eridacnis barbouri,0.03174472782841144,0.025295615134664818,0.157,0.0547513572204126
Eridacnis radcliffei,0.06530634146252068,0.02720009121913986,0.5,0.167
Eridacnis sinuans,0.05447083000691234,0.028034599630309753,0.33,0.23183314794215792
Etmopterus bigelowi,0.05447083000691234,0.04270644856808073,0.17903225806451611,0.045
Etmopterus brachyurus,0.04076096491588672,0.022191150756075032,0.429925,0.045
Etmopterus bullisi,0.04076096491588672,0.02617648786415787,0.33,0.04149999999999999
Etmopterus burgessi,0.04076096491588672,0.026080903401430114,0.33,0.045
Etmopterus compagnoi,0.0811285324105828,0.06400923287816478,0.17383720930232557,0.045
Etmopterus decacuspidatus,0.0811285324105828,0.051910091462911395,0.33,0.045
Etmopterus dianthus,0.0811285324105828,0.051910091462911395,0.33,0.045
Etmopterus dislineatus,0.0811285324105828,0.051910091462911395,0.33,0.045
Etmopterus evansi,0.0811285324105828,0.051910091462911395,0.33,0.045
Etmopterus fusus,0.09208898138893253,0.05892313474170846,0.33,0.045
Etmopterus gracilispinis,0.09208898138893253,0.05892313474170846,0.33,0.045
Etmopterus granulosus,0.09313561510014665,0.059592823321828824,0.33,0.045
Etmopterus hillianus,0.09313561510014665,0.059592823321828824,0.33,0.045
Etmopterus joungi,0.09313561510014665,0.05044617224470335,0.429925,0.04987567861020629
Etmopterus litvinovi,0.09313561510014665,0.059592823321828824,0.33,0.045
Etmopterus lucifer,0.09313561510014665,0.0600296293566485,0.33,0.038
Etmopterus molleri,0.09313561510014665,0.07348264659867994,0.17383720930232557,0.045
Etmopterus perryi,0.09313561510014665,0.05070504291819637,0.429925,0.045
Etmopterus polli,0.09313561510014665,0.07498022397059956,0.157,0.045
Etmopterus princeps,0.09313561510014665,0.0600296293566485,0.33,0.038
Etmopterus pusillus,0.04076096491588672,0.02617648786415787,0.33,0.04149999999999999
Etmopterus pycnolepis,0.04076096491588672,0.026080903401430114,0.33,0.045
Etmopterus robinsi,0.04076096491588672,0.03281522622000834,0.157,0.045
Etmopterus schultzi,0.04076096491588672,0.026080903401430114,0.33,0.045
Etmopterus sculptus,0.04076096491588672,0.026080903401430114,0.33,0.045
Etmopterus sentosus,0.04076096491588672,0.022191150756075032,0.429925,0.045
Etmopterus spinax,0.1022251605475,0.06588820497928564,0.33,0.038
Etmopterus splendidus,0.06351057749528352,0.04022230241030824,0.33,0.0547513572204126
Etmopterus unicolor,0.06351057749528352,0.05010892252491975,0.17383720930232557,0.045
Etmopterus viator,0.06351057749528352,0.04093510761881003,0.33,0.038
Etmopterus virens,0.06351057749528352,0.05113014307124043,0.157,0.045
Eucrossorhinus dasypogon,0.06351057749528352,0.05010892252491975,0.17383720930232557,0.045
Euprotomicrus bispinatus,0.06351057749528352,0.03977231756428186,0.17383720930232557,0.242
Eusphyra blochii,0.06351057749528352,0.0351210171221062,0.08661956521739131,0.394562497946848
Figaro boardmani,0.06351057749528352,0.05113014307124043,0.157,0.045
Figaro striatus,0.07908848706977871,0.042617829356833246,0.429925,0.0547513572204126
Furgaleus macki,0.22264060425,0.12425794763796748,0.33,0.167
Galeocerdo cuvier,0.15718193569786149,0.10277399166932775,0.01619354838709677,0.33538379618251823
Galeorhinus galeus,0.09532930062829714,0.0609148511256781,0.157,0.242
Galeus atlanticus,0.0811285324105828,0.06531374194512582,0.157,0.045
Galeus eastmani,0.0811285324105828,0.06531374194512582,0.157,0.045
Galeus gracilis,0.0811285324105828,0.03873887422605328,0.5,0.045
Galeus longirostris,0.0811285324105828,0.06531374194512582,0.157,0.045
Galeus melastomus,0.14126944125000002,0.1114595358113481,0.17383720930232557,0.045
Galeus mincaronei,0.0811285324105828,0.043942630491499414,0.429925,0.04987567861020629
Galeus murinus,0.0811285324105828,0.06400923287816478,0.17383720930232557,0.045
Galeus nipponensis,0.0811285324105828,0.051645068507309745,0.33,0.04987567861020629
Galeus piperatus,0.0811285324105828,0.06400923287816478,0.17383720930232557,0.045
Galeus polli,0.0811285324105828,0.051910091462911395,0.33,0.045
Galeus sauteri,0.05120529215092549,0.027592617887981067,0.429925,0.0547513572204126
Galeus schultzi,0.04076096491588672,0.019463360747335907,0.5,0.045
Ginglymostoma cirratum,0.05413756275,0.034639919525587495,0.33,0.045
Gogolia filewoodi,0.0811285324105828,0.038525706978931165,0.429925,0.167
Gollum attenuatus,0.0811285324105828,0.03447962627449768,0.5,0.15
Halaelurus boesemani,0.0811285324105828,0.03834331757590157,0.5,0.0547513572204126
Halaelurus buergeri,0.0811285324105828,0.04217764933349173,0.45,0.0547513572204126
Halaelurus lineatus,0.0811285324105828,0.043717133534164176,0.429925,0.0547513572204126
Halaelurus natalensis,0.0811285324105828,0.0513800455517081,0.33,0.0547513572204126
Halaelurus quagga,0.0811285324105828,0.03834331757590157,0.5,0.0547513572204126
Halaelurus sellus,0.0811285324105828,0.03834331757590157,0.5,0.0547513572204126
Haploblepharus edwardsii,0.0811285324105828,0.0513800455517081,0.33,0.0547513572204126
Haploblepharus fuscus,0.0811285324105828,0.044168127448834645,0.429925,0.045
Haploblepharus kistnasamyi,0.0811285324105828,0.044168127448834645,0.429925,0.045
Haploblepharus pictus,0.0811285324105828,0.051910091462911395,0.33,0.045
Hemiscyllium freycineti,0.0811285324105828,0.044168127448834645,0.429925,0.045
Hemiscyllium galei,0.04178922776313777,0.022750959286302583,0.429925,0.045
Hemiscyllium hallstromi,0.05447083000691234,0.029655097787461972,0.429925,0.045
Hemiscyllium halmahera,0.05837186764658286,0.03734923951366603,0.33,0.045
Hemiscyllium henryi,0.03938484108689116,0.02144195918489205,0.429925,0.045
Hemiscyllium michaeli,0.03938484108689116,0.025200390569447305,0.33,0.045
Hemiscyllium ocellatum,0.03938484108689116,0.02144195918489205,0.429925,0.045
Hemiscyllium strahani,0.03938484108689116,0.02144195918489205,0.429925,0.045
Hemiscyllium trispeculare,0.03938484108689116,0.02144195918489205,0.429925,0.045
Hemitriakis abdita,0.03938484108689116,0.01640378631269017,0.5,0.167
Hemitriakis complicofasciata,0.03938484108689116,0.018702776964413696,0.429925,0.167
Hemitriakis falcata,0.03938484108689116,0.020001985394388543,0.33,0.242
Hemitriakis indroyonoi,0.03938484108689116,0.018702776964413696,0.429925,0.167
Hemitriakis japanica,0.03938484108689116,0.027104395756200845,0.17383720930232557,0.167
Hemitriakis leucoperiptera,0.03938484108689116,0.021095586741061954,0.429925,0.06042702702702703
Heptranchias perlo,0.04139485851165921,0.023192357807292542,0.157,0.33538379618251823
Heterodontus francisci,0.03938484108689116,0.02494307328092731,0.33,0.0547513572204126
Heterodontus galeatus,0.03938484108689116,0.025200390569447305,0.33,0.045
Heterodontus japonicus,0.03938484108689116,0.025200390569447305,0.33,0.045
Heterodontus mexicanus,0.03938484108689116,0.025200390569447305,0.33,0.045
Heterodontus omanensis,0.03938484108689116,0.02122301865764871,0.429925,0.0547513572204126
Heterodontus portusjacksoni,0.03938484108689116,0.02494307328092731,0.33,0.0547513572204126
Heterodontus quoyi,0.03938484108689116,0.02144195918489205,0.429925,0.045
Heterodontus ramalheira,0.03938484108689116,0.02494307328092731,0.33,0.0547513572204126
Heterodontus zebra,0.03938484108689116,0.02122301865764871,0.429925,0.0547513572204126
Hexanchus griseus,0.12314403825,0.0822257758633668,0.1984149894311185,0.167
Hexanchus nakamurai,0.04629853506697751,0.0284853627881531,0.1883191502539329,0.242
Holohalaelurus favus,0.03938484108689116,0.031074067163471556,0.17383720930232557,0.045
Holohalaelurus grennian,0.03938484108689116,0.029120192195001213,0.2177977207977208,0.0547513572204126
Holohalaelurus melanostigma,0.03938484108689116,0.03170735708961803,0.157,0.045
Holohalaelurus punctatus,0.03938484108689116,0.02494307328092731,0.33,0.0547513572204126
Holohalaelurus regani,0.03938484108689116,0.03170735708961803,0.157,0.045
Hypogaleus hyugaensis,0.03938484108689116,0.02027026669566541,0.33,0.23183314794215792
Iago garricki,0.03938484108689116,0.01967807040485003,0.2177977207977208,0.361244966442953
Iago omanensis,0.03938484108689116,0.02262574165601573,0.2177977207977208,0.2655628283970689
Isistius brasiliensis,0.03938484108689116,0.024829429980894942,0.17383720930232557,0.23691657397107896
Isistius plutodus,0.07908848706977871,0.05087598882604458,0.157,0.23691657397107896
Isogomphodon oxyrhynchus,0.08019986506946719,0.0400218548538024,0.33,0.25518438627854423
Isurus oxyrinchus,0.0816197286119908,0.0434629321460685,0.16633889450623526,0.361244966442953
Isurus paucus,0.03429803012209115,0.01917425134197847,0.15884057971014495,0.33538379618251823
Lamiopsis temminckii,0.05447083000691234,0.027182385536615384,0.33,0.25518438627854423
Lamiopsis tephrodes,0.03598158069153816,0.017955760880642168,0.33,0.25518438627854423
Lamna ditropis,0.164051319,0.08284400955825204,0.17903225806451611,0.38488645458587656
Lamna nasus,0.05772226424999999,0.03169420883325094,0.17383720930232557,0.33538379618251823
Leptocharias smithii,0.06351057749528352,0.054503988205796695,0.08661956521739131,0.06042702702702703
Loxodon macrorhinus,0.0566329797761521,0.031607432342868245,0.33,0.167
Megachasma pelagios,0.06351057749528352,0.033515525119280194,0.17383720930232557,0.361244966442953
Mitsukurina owstoni,0.04251404263055997,0.023819404727394345,0.157,0.33538379618251823
Mustelus albipinnis,0.04251404263055997,0.021880778458165998,0.33,0.23183314794215792
Mustelus antarcticus,0.17685819602705433,0.1286617981073801,0.04025641025641025,0.242
Mustelus asterias,0.0997000935,0.05347822242785462,0.33,0.19941657397107895
Mustelus californicus,0.29895817604287167,0.204447370592983,0.17903225806451611,0.167
Mustelus canis,0.33876366975,0.141095068450875,0.5,0.167
Mustelus dorsalis,0.06351057749528352,0.029097371079464147,0.45,0.167
Mustelus fasciatus,0.06351057749528352,0.027812089624577735,0.429925,0.23183314794215792
Mustelus griseus,0.06351057749528352,0.035445888405892675,0.33,0.167
Mustelus henlei,0.2441266674511978,0.13624953437118797,0.33,0.167
Mustelus higmani,0.06351057749528352,0.035445888405892675,0.33,0.167
Mustelus lenticulatus,0.151673631,0.08465057019740999,0.33,0.167
Mustelus lunulatus,0.0811285324105828,0.051840645439167936,0.157,0.242
Mustelus manazo,0.224813844,0.15172502616887593,0.157,0.19941657397107895
Mustelus mento,0.0811285324105828,0.050173821994200764,0.33,0.07694248547613033
Mustelus minicanis,0.0811285324105828,0.04175456706711969,0.33,0.23183314794215792
Mustelus mosis,0.0811285324105828,0.04527864522367035,0.33,0.167
Mustelus mustelus,0.12063595575,0.06126617648719499,0.33,0.242
Mustelus norrisi,0.0811285324105828,0.04192697913134962,0.429925,0.09345794392523364
Mustelus palumbes,0.0811285324105828,0.04175456706711969,0.33,0.23183314794215792
Mustelus punctulatus,0.0811285324105828,0.056969996900827026,0.157,0.167
Mustelus ravidus,0.0811285324105828,0.04175456706711969,0.33,0.23183314794215792
Mustelus schmitti,0.11062240575,0.05933685127590059,0.33,0.19941657397107895
Mustelus sinusmexicanus,0.0811285324105828,0.03702646156468071,0.429925,0.19941657397107895
Mustelus stevensi,0.0811285324105828,0.04120193647003857,0.33,0.242
Mustelus walkeri,0.0811285324105828,0.05684561039977996,0.15884057971014495,0.167
Mustelus whitneyi,0.05447083000691234,0.028034599630309753,0.33,0.23183314794215792
Mustelus widodoi,0.05447083000691234,0.028034599630309753,0.33,0.23183314794215792
Nasolamia velox,0.05289364285130611,0.021798849443370655,0.33,0.38488645458587656
Nebrius ferrugineus,0.05289364285130611,0.03790093978510338,0.157,0.15
Negaprion acutidens,0.05289364285130611,0.025630341931189578,0.429925,0.15
Negaprion brevirostris,0.07868339372986317,0.04293189927114019,0.17903225806451611,0.33538379618251823
Notorynchus cepedianus,0.17732995575,0.09896962160363248,0.33,0.167
Odontaspis ferox,0.05289364285130611,0.02963479849540044,0.157,0.33538379618251823
Odontaspis noronhai,0.05289364285130611,0.029042903709043034,0.17383720930232557,0.33538379618251823
Orectolobus floridus,0.05289364285130611,0.03384399737840821,0.33,0.045
Orectolobus halei,0.04053085929055788,0.03262997623475297,0.157,0.045
Orectolobus hutchinsi,0.04053085929055788,0.025933670317063454,0.33,0.045
Orectolobus japonicus,0.04053085929055788,0.0317771742691028,0.17903225806451611,0.045
Orectolobus leptolineatus,0.04053085929055788,0.025933670317063454,0.33,0.045
Orectolobus maculatus,0.04053085929055788,0.03145270245993701,0.17903225806451611,0.0547513572204126
Orectolobus ornatus,0.04053085929055788,0.025933670317063454,0.33,0.045
Orectolobus parvimaculatus,0.04053085929055788,0.025933670317063454,0.33,0.045
Orectolobus reticulatus,0.04053085929055788,0.025933670317063454,0.33,0.045
Orectolobus wardi,0.02011448699203874,0.010950761694247094,0.429925,0.045
Oxynotus bruniensis,0.03828202323203369,0.0308195170332972,0.157,0.045
Oxynotus caribbaeus,0.06673576301903358,0.05366797454029679,0.15792028985507248,0.045
Oxynotus centrina,0.097129464,0.07802480226789564,0.15884057971014495,0.045
Oxynotus japonicus,0.06673576301903358,0.057617763584070836,0.08661956521739131,0.0547513572204126
Oxynotus paradoxus,0.11385134320857418,0.09165773162021078,0.157,0.045
Parascyllium collare,0.08156738093196694,0.05165797560108832,0.33,0.0547513572204126
Parascyllium ferrugineum,0.06673576301903358,0.04226486591046312,0.33,0.0547513572204126
Parascyllium sparsimaculatum,0.06673576301903358,0.042482871939095876,0.33,0.04987567861020629
Parascyllium variolatum,0.06673576301903358,0.04226486591046312,0.33,0.0547513572204126
Parmaturus lanatus,0.06673576301903358,0.05265354702546198,0.17383720930232557,0.045
Parmaturus macmillani,0.06673576301903358,0.05265354702546198,0.17383720930232557,0.045
Parmaturus melanobranchus,0.06673576301903358,0.05265354702546198,0.17383720930232557,0.045
Parmaturus pilosus,0.06673576301903358,0.05265354702546198,0.17383720930232557,0.045
Parmaturus xaniurus,0.06673576301903358,0.05372662705491827,0.157,0.045
Pentanchus profundicolus,0.06673576301903358,0.05372662705491827,0.157,0.045
Planonasus parini,0.06673576301903358,0.04781951099128851,0.157,0.15
Pliotrema warreni,0.06673576301903358,0.04270087796772863,0.33,0.045
Poroderma africanum,0.08277426125416902,0.052963111063480034,0.33,0.045
Poroderma pantherinum,0.0811285324105828,0.0513800455517081,0.33,0.0547513572204126
Prionace glauca,0.3728700730887175,0.21413512369608498,0.17903225806451611,0.30047331228979357
Pristiophorus cirratus,0.0811285324105828,0.051910091462911395,0.33,0.045
Pristiophorus delicatus,0.0811285324105828,0.0606032714266986,0.2177977207977208,0.045
Pristiophorus japonicus,0.0811285324105828,0.051910091462911395,0.33,0.045
Pristiophorus lanae,0.0811285324105828,0.051910091462911395,0.33,0.045
Pristiophorus nancyae,0.0811285324105828,0.057026501291033475,0.2639628482972136,0.045
Pristiophorus nudipinnis,0.06351057749528352,0.04959726807102397,0.17383720930232557,0.0547513572204126
Proscyllium habereri,0.06351057749528352,0.03301830794876051,0.45,0.0547513572204126
Proscyllium magnificum,0.0811285324105828,0.0513800455517081,0.33,0.0547513572204126
Pseudocarcharias kamoharai,0.03478451079595132,0.01824090276227948,0.17903225806451611,0.361244966442953
Pseudotriakis microdon,0.0811285324105828,0.05684561039977996,0.15884057971014495,0.167
Rhincodon typus,0.1406394105,0.09678714286800959,0.17383720930232557,0.167
Rhizoprionodon acutus,0.07411682457513344,0.03843259148918519,0.157,0.38488645458587656
Rhizoprionodon lalandii,0.0811285324105828,0.04048528443066519,0.33,0.25518438627854423
Rhizoprionodon longurio,0.0811285324105828,0.03444723659971859,0.429925,0.25518438627854423
Rhizoprionodon oligolinx,0.0811285324105828,0.04385589771162045,0.2639628482972136,0.2655628283970689
Rhizoprionodon porosus,0.0811285324105828,0.04175627377634359,0.17903225806451611,0.3730657105144148
Rhizoprionodon taylori,0.3746675473682105,0.14195444588374287,0.429925,0.33538379618251823
Rhizoprionodon terraenovae,0.23216899374076305,0.1250161525859044,0.157,0.361244966442953
Schroederichthys bivius,0.0811285324105828,0.051910091462911395,0.33,0.045
Schroederichthys chilensis,0.0811285324105828,0.051910091462911395,0.33,0.045
