scientific_name,f,f_mort,mid_avm,mid_prm
Schroederichthys saurisqualus,0.0811285324105828,0.051910091462911395,0.33,0.045
Schroederichthys tenuis,0.0811285324105828,0.051910091462911395,0.33,0.045
Scyliorhinus boa,0.0811285324105828,0.051910091462911395,0.33,0.045
Scyliorhinus canicula,0.3396902248020769,0.16220208234299172,0.5,0.045
Scyliorhinus capensis,0.0811285324105828,0.06335564450622806,0.17383720930232557,0.0547513572204126
Scyliorhinus cervigoni,0.0811285324105828,0.06464683343297006,0.157,0.0547513572204126
Scyliorhinus comoroensis,0.0811285324105828,0.0513800455517081,0.33,0.0547513572204126
Scyliorhinus haeckelii,0.0811285324105828,0.03854109590097743,0.5,0.04987567861020629
Scyliorhinus retifer,0.0811285324105828,0.051910091462911395,0.33,0.045
Scyliorhinus stellaris,0.1239598935,0.07850585713028471,0.33,0.0547513572204126
Scyliorhinus torazame,0.0811285324105828,0.06464683343297006,0.157,0.0547513572204126
Scylliogaleus quecketti,0.0811285324105828,0.051071538181263455,0.33,0.06042702702702703
Scymnodalatias albicauda,0.0811285324105828,0.0606032714266986,0.2177977207977208,0.045
Scymnodalatias garricki,0.0811285324105828,0.057026501291033475,0.2639628482972136,0.045
Scymnodalatias sherwoodi,0.0811285324105828,0.06531374194512582,0.157,0.045
Scymnodon ringens,0.0811285324105828,0.06400923287816478,0.17383720930232557,0.045
Somniosus antarcticus,0.0811285324105828,0.06531374194512582,0.157,0.045
Somniosus longus,0.0811285324105828,0.051910091462911395,0.33,0.045
Somniosus microcephalus,0.0811285324105828,0.06517113797333716,0.15884057971014495,0.045
Somniosus pacificus,0.0811285324105828,0.06400923287816478,0.17383720930232557,0.045
Somniosus rostratus,0.0811285324105828,0.051910091462911395,0.33,0.045
Sphyrna corona,0.0811285324105828,0.05442268617413032,0.08661956521739131,0.2655628283970689
Sphyrna lewini,0.2183229119596849,0.1286213469648926,0.11357333333333336,0.33538379618251823
Sphyrna media,0.0811285324105828,0.050119482977258774,0.15884057971014495,0.2655628283970689
Sphyrna mokarran,0.15150000000000002,0.07569479992968796,0.2177977207977208,0.361244966442953
Sphyrna tiburo,0.34517967778208647,0.18488757686843843,0.429925,0.06042702702702703
Sphyrna tudes,0.0811285324105828,0.04048528443066519,0.33,0.25518438627854423
Sphyrna zygaena,0.085903428,0.04444716840266973,0.15884057971014495,0.38488645458587656
Squaliolus aliae,0.0811285324105828,0.06400923287816478,0.17383720930232557,0.045
Squaliolus laticaudus,0.0811285324105828,0.051910091462911395,0.33,0.045
Squalus acanthias,0.02762921109360464,0.017808131718271933,0.33,0.038
Squalus albifrons,0.02398234993435664,0.013056509922581085,0.429925,0.045
Squalus altipinnis,0.04199797275235645,0.022747871102967526,0.429925,0.04987567861020629
Squalus blainville,0.05289364285130611,0.046472354609157544,0.08,0.045
Squalus brevirostris,0.035839053295044,0.01693840824282282,0.5,0.0547513572204126
Squalus bucephalus,0.0866463001770226,0.05544063516826791,0.33,0.045
Squalus chloroculus,0.05284252581573869,0.04169198480864957,0.17383720930232557,0.045
Squalus crassispinus,0.02417077023656538,0.015465667335866356,0.33,0.045
Squalus cubensis,0.03099888968323243,0.014726399512059144,0.5,0.04987567861020629
Squalus edmundsi,0.02398234993435664,0.018921725517539737,0.17383720930232557,0.045
Squalus formosus,0.02871228257079228,0.01837155400292144,0.33,0.045
Squalus grahami,0.03174472782841144,0.017106047209838725,0.429925,0.0547513572204126
Squalus griffini,0.0286143754891265,0.023036432203153625,0.157,0.045
Squalus hemipinnis,0.09208898138893253,0.050135232892357405,0.429925,0.045
Squalus japonicus,0.03241157406962108,0.015318498199829698,0.5,0.0547513572204126
Squalus megalops,0.06112335075,0.029186399983125,0.5,0.045
Squalus melanurus,0.04815753880618548,0.025036466507883673,0.45,0.0547513572204126
Squalus mitsukurii,0.06673576301903358,0.04270087796772863,0.33,0.045
Squalus montalbani,0.07055842306915049,0.05566957024308489,0.17383720930232557,0.045
Squalus nasutus,0.08932555610285264,0.057154957072410265,0.33,0.045
Squalus notocaudatus,0.035839053295044,0.019511555633349456,0.429925,0.045
Squalus rancureli,0.01412523023726996,0.006744797438296405,0.5,0.045
Squalus raoulensis,0.04458962394981777,0.024275555528898707,0.429925,0.045
Squalus suckleyi,0.0178694295,0.014386052260417496,0.157,0.045
Squatina aculeata,0.02283236840722865,0.020713440724275105,0.04025641025641025,0.0547513572204126
Squatina africana,0.05915434989261398,0.03765667098781276,0.33,0.04987567861020629
Squatina albipunctata,0.03366902644457015,0.021323153038794777,0.33,0.0547513572204126
Squatina argentina,0.07543994925,0.06348487819340065,0.11429628205128206,0.04987567861020629
Squatina armata,0.00874105503070647,0.0076246327554071415,0.08661956521739131,0.045
Squatina australis,0.06673576301903358,0.03633239254843717,0.429925,0.045
Squatina californica,0.07697587888264691,0.041693378420553484,0.429925,0.04987567861020629
Squatina dumeril,0.05447083000691234,0.034853160579922854,0.33,0.045
Squatina formosa,0.03803603823147934,0.024213106558737173,0.33,0.04987567861020629
Squatina guggenheim,0.13821382875,0.08753311080633623,0.33,0.0547513572204126
Squatina japonica,0.02417077023656538,0.01935969451153311,0.157,0.04987567861020629
Squatina nebulosa,0.09208898138893253,0.07755877073991677,0.11357333333333336,0.04987567861020629
Squatina occulta,0.0727489605,0.04631077300700651,0.33,0.04987567861020629
Squatina oculata,0.04458962394981777,0.028530670884290895,0.33,0.045
Squatina pseudocellata,0.09208898138893253,0.05862230723625669,0.33,0.04987567861020629
Squatina squatina,0.02989607417201231,0.02379651876372193,0.15792028985507248,0.0547513572204126
Squatina tergocellata,0.03366902644457015,0.021323153038794777,0.33,0.0547513572204126
Squatina tergocellatoides,0.05540959737211086,0.03527282408811121,0.33,0.04987567861020629
Sutorectus tentaculatus,0.06673576301903358,0.03633239254843717,0.429925,0.045
Triaenodon obesus,0.12570862273466588,0.08043466225677594,0.33,0.045
Triakis acutipinna,0.03325648333908225,0.022886899147144354,0.17383720930232557,0.167
Triakis maculata,0.08277426125416902,0.058125658963641316,0.157,0.167
Triakis megalopterus,0.04246471619207794,0.03363460379571427,0.157,0.06042702702702703
Triakis scyllium,0.08714993087782785,0.048639247922224495,0.33,0.167
Triakis semifasciata,0.1173835376543044,0.08242895042806797,0.157,0.167
Trigonognathus kabeyai,0.09208898138893253,0.07413761580188095,0.157,0.045
Zameus squamulosus,0.02365921581889635,0.018666777397158364,0.17383720930232557,0.045
