spec_code,scientific_name,family,order,group,mean_lm,genus,species,lm_new_gen,source
68371,Squalus mahia,Squalidae,Squaliformes,Sharks,,Squalus,mahia,68.4302,
68372,Squalus margaretsmithae,Squalidae,Squaliformes,Sharks,,Squalus,margaretsmithae,68.4302,
711,Squalus megalops,Squalidae,Squaliformes,Sharks,49,Squalus,megalops,49,FishBase
712,Squalus melanurus,Squalidae,Squaliformes,Sharks,,Squalus,melanurus,68.4302,
713,Squalus mitsukurii,Squalidae,Squaliformes,Sharks,73.26666768391927,Squalus,mitsukurii,73.2667,FishBase
63581,Squalus montalbani,Squalidae,Squaliformes,Sharks,,Squalus,montalbani,68.4302,
63590,Squalus nasutus,Squalidae,Squaliformes,Sharks,,Squalus,nasutus,68.4302,
63580,Squalus notocaudatus,Squalidae,Squaliformes,Sharks,,Squalus,notocaudatus,68.4302,
67982,Squalus quasimodo,Squalidae,Squaliformes,Sharks,,Squalus,quasimodo,68.4302,
714,Squalus rancureli,Squalidae,Squaliformes,Sharks,,Squalus,rancureli,68.4302,
63576,Squalus raoulensis,Squalidae,Squaliformes,Sharks,,Squalus,raoulensis,68.4302,
69172,Squalus shiraii,Squalidae,Squaliformes,Sharks,,Squalus,shiraii,68.4302,
65869,Squalus suckleyi,Squalidae,Squaliformes,Sharks,88.35714394705636,Squalus,suckleyi,88.3571,FishBase
725,Squatina aculeata,Squatinidae,Squatiniformes,Sharks,,Squatina,aculeata,98.2548,
726,Squatina africana,Squatinidae,Squatiniformes,Sharks,84,Squatina,africana,84,FishBase
63677,Squatina albipunctata,Squatinidae,Squatiniformes,Sharks,,Squatina,albipunctata,98.2548,
727,Squatina argentina,Squatinidae,Squatiniformes,Sharks,,Squatina,argentina,98.2548,
55066,Squatina armata,Squatinidae,Squatiniformes,Sharks,,Squatina,armata,98.2548,
728,Squatina australis,Squatinidae,Squatiniformes,Sharks,,Squatina,australis,98.2548,
65908,Squatina caillieti,Squatinidae,Squatiniformes,Sharks,,Squatina,caillieti,98.2548,
729,Squatina californica,Squatinidae,Squatiniformes,Sharks,92.16666666666667,Squatina,californica,92.1667,FishBase
68069,Squatina david,Squatinidae,Squatiniformes,Sharks,,Squatina,david,98.2548,
731,Squatina dumeril,Squatinidae,Squatiniformes,Sharks,99.5,Squatina,dumeril,99.5,FishBase
732,Squatina formosa,Squatinidae,Squatiniformes,Sharks,,Squatina,formosa,98.2548,
53932,Squatina guggenheim,Squatinidae,Squatiniformes,Sharks,73.94999885559082,Squatina,guggenheim,73.95,FishBase
63662,Squatina heteroptera,Squatinidae,Squatiniformes,Sharks,,Squatina,heteroptera,98.2548,
733,Squatina japonica,Squatinidae,Squatiniformes,Sharks,,Squatina,japonica,98.2548,
63720,Squatina legnota,Squatinidae,Squatiniformes,Sharks,,Squatina,legnota,98.2548,
69595,Squatina mapama,Squatinidae,Squatiniformes,Sharks,,Squatina,mapama,98.2548,
63667,Squatina mexicana,Squatinidae,Squatiniformes,Sharks,,Squatina,mexicana,98.2548,
734,Squatina nebulosa,Squatinidae,Squatiniformes,Sharks,,Squatina,nebulosa,98.2548,
53931,Squatina occulta,Squatinidae,Squatiniformes,Sharks,,Squatina,occulta,98.2548,
735,Squatina oculata,Squatinidae,Squatiniformes,Sharks,,Squatina,oculata,98.2548,
63721,Squatina pseudocellata,Squatinidae,Squatiniformes,Sharks,,Squatina,pseudocellata,98.2548,
62087,Squatina punctata,Squatinidae,Squatiniformes,Sharks,,Squatina,punctata,98.2548,
736,Squatina squatina,Squatinidae,Squatiniformes,Sharks,133.66666666666666,Squatina,squatina,133.6667,FishBase
737,Squatina tergocellata,Squatinidae,Squatiniformes,Sharks,103,Squatina,tergocellata,103,FishBase
738,Squatina tergocellatoides,Squatinidae,Squatiniformes,Sharks,,Squatina,tergocellatoides,98.2548,
68861,Squatina varii,Squatinidae,Squatiniformes,Sharks,101.5,Squatina,varii,101.5,FishBase
5374,Stegostoma tigrinum,Stegostomatidae,Orectolobiformes,Sharks,,Stegostoma,tigrinum,,
761,Sutorectus tentaculatus,Orectolobidae,Orectolobiformes,Sharks,,Sutorectus,tentaculatus,,
907,Triaenodon obesus,Carcharhinidae,Carcharhiniformes,Sharks,108,Triaenodon,obesus,108,FishBase
5946,Triakis acutipinna,Triakidae,Carcharhiniformes,Sharks,,Triakis,acutipinna,118.3333,
5947,Triakis maculata,Triakidae,Carcharhiniformes,Sharks,,Triakis,maculata,118.3333,
5948,Triakis megalopterus,Triakidae,Carcharhiniformes,Sharks,145,Triakis,megalopterus,145,FishBase
5949,Triakis scyllium,Triakidae,Carcharhiniformes,Sharks,103.5,Triakis,scyllium,103.5,FishBase
2543,Triakis semifasciata,Triakidae,Carcharhiniformes,Sharks,106.5,Triakis,semifasciata,106.5,FishBase
54015,Trigonognathus kabeyai,Etmopteridae,Squaliformes,Sharks,47.5,Trigonognathus,kabeyai,47.5,FishBase
701,Zameus squamulosus,Somniosidae,Squaliformes,Sharks,50,Zameus,squamulosus,50,FishBase
