scientific_name,msy_multiple_fishing,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75
Squalus suckleyi,1,0.011912953,0.002322251493054921,80.50650000000067,Median Mortality,0.157,0.045,0.9036944750054574,0.01151205673758865,0.157,0.24884477865677967,0.157,0.045,0.5
Squalus suckleyi,1,0.011912953,0.002322251493054921,80.50650000000067,High Mortality,0.24884477865677967,0.5,0.6958490049926382,0.01151205673758865,0.157,0.24884477865677967,0.157,0.045,0.5
Squatina aculeata,1,0.01522157893815243,0.0014126184553023792,90.71963256215363,Full Retention,1,1,0.5119693266768429,0.012,0.04025641025641025,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.1625897371081901
Squatina aculeata,1,0.01522157893815243,0.0014126184553023792,90.71963256215363,Low Mortality,0.012,0.04025641025641025,0.9741763807137402,0.012,0.04025641025641025,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.1625897371081901
Squatina aculeata,1,0.01522157893815243,0.0014126184553023792,90.71963256215363,Median Mortality,0.04025641025641025,0.0547513572204126,0.9537238383853784,0.012,0.04025641025641025,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.1625897371081901
Squatina aculeata,1,0.01522157893815243,0.0014126184553023792,90.71963256215363,High Mortality,0.39638068181818176,0.1625897371081901,0.7545769824184151,0.012,0.04025641025641025,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.1625897371081901
Squatina africana,1,0.03943623326174265,0.01433178593653409,63.65832953311631,Full Retention,1,1,0.5000809560856725,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina africana,1,0.03943623326174265,0.01433178593653409,63.65832953311631,Low Mortality,0.012,0.04987567861020629,0.9693614187266248,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina africana,1,0.03943623326174265,0.01433178593653409,63.65832953311631,Median Mortality,0.33,0.04987567861020629,0.8182918989741806,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina africana,1,0.03943623326174265,0.01433178593653409,63.65832953311631,High Mortality,0.39638068181818176,0.5,0.6509110161008761,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina albipunctata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,Full Retention,1,1,0.5027001852309053,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
