Superorder,Order,Family,Species,Parity Mode,Trophic Mode,Vertebrate Reproductive Category,Reproductive Mode,Reference
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_akajei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_americana,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_bennetti,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_brevicaudata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_centroura,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_chrysonota,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_dipterura,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_fluviorum,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_izuensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_laevigata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_laosensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_lata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_longa,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_margarita,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_margaritella,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_matsubarai,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_microps,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_navarrae,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_parvonigra,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_pastinaca,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_sabina,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_say,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_thetidis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_ushiei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Dasyatis_zugei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_astra,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_fai,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_gerrardi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_granulata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_hortlei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_imbricata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_jenkinsii,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_leoparda,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_lobistoma,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_oxyrhyncha,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_pacifica,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_pastinacoides,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_polylepis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_schmardae,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_signifer,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_toshi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_uarnacoides,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_uarnak,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_undulata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Himantura_walga,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Neotrygon_annotata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Neotrygon_kuhlii,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Neotrygon_leylandi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Neotrygon_ningalooensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Neotrygon_picta,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Pastinachus_atrus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Pastinachus_gracilicaudus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Pastinachus_sephen,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Pastinachus_solocirostris,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Pastinachus_stellurostris,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Pteroplatytrygon_violacea,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Taeniura_lymma,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Taeniurops_grabata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Taeniurops_meyeni,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Dasyatidae,Urogymnus_asperrimus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_altavela,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_australis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_crebripunctata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_japonica,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_marmorata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_micrura,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_poecilura,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Gymnuridae,Gymnura_zonura,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Hexatrygonidae,Hexatrygon_bickelli,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Manta_birostris,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Mobula_hypostoma,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Mobula_japanica,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Mobula_kuhlii,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Mobula_munkiana,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Mobula_tarapacana,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Mobulidae,Mobula_thurstoni,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Aetobatus_flagellum,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Aetobatus_narinari,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Aetomylaeus_maculatus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Aetomylaeus_vespertilio,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_aquila,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_australis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_californicus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_freminvillei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_goodei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_longirostris,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Myliobatis_tobijei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Myliobatidae,Pteromylaeus_bovinus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Plesiobatidae,Plesiobatis_daviesi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Paratrygon_aiereba,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Plesiotrygon_iwamae,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_castexi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_falkneri,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_henlei,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_hystrix,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_motoro,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_orbignyi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon_yepezi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera_bonasus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera_javanica,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera_jayakari,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera_neglecta,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera_steindachneri,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Trygonoptera_imitata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Trygonoptera_mucosa,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Trygonoptera_ovalis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Trygonoptera_personata,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Trygonoptera_testacea,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_aurantiacus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_bucculentus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_cruciatus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_expansus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_flavomosaicus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_kapalensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_lobatus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_paucimaculatus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_sufflavus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_viridis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urolophidae,Urolophus_westraliensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urotrygonidae,Urobatis_concentricus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urotrygonidae,Urobatis_halleri,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urotrygonidae,Urobatis_jamaicensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urotrygonidae,Urobatis_maculatus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Myliobatiformes,Urotrygonidae,Urotrygon_rogersi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Lipid Histotrophy,S8
Batoidea,Rajiformes,Anacanthobatidae,Cruriraja_hulleyi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Anacanthobatidae,Cruriraja_parcomaculata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Anacanthobatidae,Sinobatis_borneensis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Arhynchobatis_asperrimus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Atlantoraja_castelnaui,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Atlantoraja_cyclophora,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Atlantoraja_platana,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_abyssicola,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_aleutica,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_brachyurops,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_cousseauae,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_griseocauda,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_irrasa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_kincaidii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_lindbergi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_maccaini,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_maculata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_mariposa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_meridionalis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_minispinosa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_pallida,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_parmifera,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_richardsoni,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_scaphiops,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_shuntovi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_smirnovi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_spinicauda,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_trachura,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Bathyraja_violacea,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Brochiraja_albilabiata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Brochiraja_asperula,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Brochiraja_leviveneta,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Brochiraja_microspinifera,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Brochiraja_spinifera,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Insentiraja_subtilispinosa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Irolita_waitii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Notoraja_azurea,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Pavoraja_alleni,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Pavoraja_nitida,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Psammobatis_lentiginosa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Psammobatis_rudis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_albomaculata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_macloviana,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_magellanica,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_multispinis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_murrayi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_taranetzi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rioraja_agassizii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Sympterygia_acuta,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Sympterygia_bonapartii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_badia,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_doellojuradoi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_hyperborea,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_jenseni,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_radiata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Beringraja_binoculata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Beringraja_pulchra,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dentiraja_lemprieri,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_australis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_batis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_cerva,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
