scientific_name,family,reproductive_mode,ac,median_depth,max_size_cm,ventilation_method,habitat,estimate_type,mortality_prop,gear_class,estimate_type_new
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,AVM Longline,0.33033795358924445,Longline,AVM
Isurus paucus,Lamnidae,matrotrophic viviparity,10.319,876,427,ram,pelagic,PRM Longline,0.17050140306773617,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,PRM Longline,0.17068845815465322,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,demersal,AVM Longline,0.4091248998638954,Longline,AVM
