scientific_name,f,f_mort,mid_avm,mid_prm
Pristiophorus nudipinnis,0.06351057749528352,0.013913309424259524,0.17383720930232557,0.0547513572204126
Pseudocarcharias kamoharai,0.03478451079595132,0.01654360803367183,0.17903225806451611,0.361244966442953
Pseudotriakis microdon,0.0811285324105828,0.024282922010802822,0.15884057971014495,0.167
Rhizoprionodon acutus,0.07411682457513344,0.03568423308594831,0.157,0.38488645458587656
Rhizoprionodon terraenovae,0.23216899374076305,0.10715284115485872,0.157,0.361244966442953
Scyliorhinus canicula,0.3396902248020769,0.17748814245908506,0.5,0.045
Somniosus microcephalus,0.0811285324105828,0.01595739443724554,0.15884057971014495,0.045
Sphyrna lewini,0.2183229119596849,0.0897015649947923,0.11357333333333336,0.33538379618251823
Sphyrna mokarran,0.07575000000000001,0.037902600035155984,0.2177977207977208,0.361244966442953
Sphyrna tiburo,0.34517967778208647,0.16029210091364804,0.429925,0.06042702702702703
Sphyrna zygaena,0.085903428,0.04145625959733024,0.15884057971014495,0.38488645458587656
Squalus acanthias,0.02762921109360464,0.009821079375332714,0.33,0.038
Squalus cubensis,0.03099888968323243,0.0161969198594889,0.5,0.045
Squalus megalops,0.030561675375,0.01596847538343752,0.5,0.045
Squatina africana,0.05915434989261398,0.021497678904801205,0.33,0.04987567861020629
Squatina australis,0.06673576301903358,0.030403370470596512,0.429925,0.045
Squatina tergocellatoides,0.05540959737211086,0.020136773283999643,0.33,0.04987567861020629
