ac,eo,species
6.6418,0.1701,Stilbomastax margaritifera
5.7481,0.068277,Stimdromia lateralis
4.7456,0.085206,Stomacontion pepinii
6.108,0.11514,Stomatolepas elegans
1.6524,0.80741,Storthyngurella triplispinosa
14.458,0.58914,Streetsia steenstrupi
7.1657,0.17156,Striatobalanus amaryllis
9.1499,0.34316,Striatobalanus tenuis
6.7018,-0.19761,Strigopagurus strigimanus
7.2315,0.23288,Strobopagurus breviacus
2.8146,1.9781,Strobopagurus gracilipes
8.165,0.31333,Strobopagurus sibogae
1.0053,1.214,Stygiopontius hispidulus
1.1296,1.9573,Stygiopontius pectinatus
1.0053,1.214,Stygiopontius sentifer
5.2874,-0.0056068,Stylicletodes longicaudatus
10.618,0.41083,Stylocheiron abbreviatum
7.8981,0.20377,Stylocheiron affine
10.365,0.34341,Stylocheiron carinatum
12.386,0.96968,Stylocheiron elongatum
13.342,0.87277,Stylocheiron maximum
10.919,0.41137,Stylocheiron microphthalma
9.5646,0.58278,Stylocheiron robustum
9.1231,0.27673,Stylocheiron suhmi
6.6266,0.004808,Stylodactyloides crosnieri
6.8284,0.16385,Stylodactylus laurentae
10.763,0.53782,Stylodactylus libratus
1.8371,1.9996,Stylodactylus licinus
14.793,-0.056024,Stylodactylus multidentatus
8.0142,0.24139,Stylodactylus rectirostris
4.815,1.8844,Stylodactylus tokarensis
6.1607,-0.22523,Stylopallene cheilorhynchus
24.829,-0.75713,Styloptocuma acuminatum
7.0727,-0.05485,Styloptocuma egregium
3.075,1.149,Styloptocuma erectum
40.795,1.0082,Subeucalanus crassus
5.2698,-0.0049881,Subeucalanus dentatus
5.8002,0.064073,Subeucalanus longiceps
54.662,1.296,Subeucalanus monachus
40.285,1.0162,Subeucalanus mucronatus
20.733,0.69458,Subeucalanus pileatus
16.315,0.24966,Subeucalanus subcrassus
20.191,0.58574,Subeucalanus subtenuis
5.2966,0.052504,Sulcanus conflictus
6.1125,-0.078913,Sunamphitoe aorangi
4.7434,0.052519,Sunamphitoe humeralis
4.7471,-0.03559,Sunamphitoe pelagica
11.508,0.39487,Sunipea indicus
8.2858,0.25936,Symethis variolosa
1.0648,1.4047,Sympagurus acinops
3.6157,1.9963,Sympagurus affinis
7.0257,0.40268,Sympagurus aurantium
3.6132,1.9817,Sympagurus burkenroadi
5.4584,1.4673,Sympagurus dimorphus
8.4057,0.49149,Sympagurus dofleini
7.2552,1.2923,Sympagurus pictus
1.9728,1.9825,Sympagurus planimanus
4.0963,1.2695,Sympagurus trispinosus
1.2736,1.8788,Sympagurus villosus
6.6389,0.13924,Synalpheus apioceros
5.9321,0.051653,Synalpheus bituberculatus
5.5174,-0.10281,Synalpheus bousfieldi
6.1007,0.09269,Synalpheus brevicarpus
6.2917,0.10206,Synalpheus brooksi
6.712,0.11171,Synalpheus charon
7.8026,0.19096,Synalpheus coutierei
4.4651,-0.38929,Synalpheus fritzmuelleri
6.5487,0.17908,Synalpheus gambarelloides
4.9414,-0.63837,Synalpheus goodei
6.4935,0.11002,Synalpheus gracilirostris
7.9718,0.2039,Synalpheus hastilicrassus
3.7679,-1.1337,Synalpheus hemphilli
5.4791,-0.495,Synalpheus herricki
100.55,1.4989,Synalpheus iocasta
2.9889,-1.5697,Synalpheus longicarpus
7.9271,0.23832,Synalpheus minus
10.189,0.31755,Synalpheus neomeris
11.077,0.3971,Synalpheus neptunus
76.643,1.4245,Synalpheus nilandensis
7.3502,0.19193,Synalpheus pandionis
5.5875,0.061886,Synalpheus pectiniger
5.2482,-0.0084052,Synalpheus scaphoceris
8.6419,0.22388,Synalpheus stimpsonii
10.295,0.33245,Synalpheus streptodactylus
7.2198,0.14121,Synalpheus townsendi
5.7341,-0.099059,Synalpheus tumidomanus
5.2034,0.11558,Synaptotanais notabilis
11.631,0.46794,Synasterope setispara
2.557,-1.5796,Synasterope setisparsa
5.4946,0.067664,Synchelidium haplocheles
5.2723,0.51385,Synchelidium intermedium
5.182,0.070119,Synchelidium longidigitatum
5.6223,0.091928,Synchelidium maculatum
4.2446,1.1303,Synchelidium tenuimanum
4.5337,0.83271,Syneurycope heezeni
3.1251,0.80773,Synidotea bicuspida
6.28,0.18427,Synidotea hirtipes
4.9263,-0.019221,Synidotea laevidorsalis
5.2512,0.9061,Synidotea magnifica
1.0441,1.5245,Synidotea marmorata
4.9394,-0.6552,Synidotea marplatensis
2.0196,1.69,Synidotea nebulosa
1.9888,1.8164,Synidotea nodulosa
1.7793,-1.6361,Synopia ultramarina
6.379,0.1147,Synstellicola pichoni
5.6275,0.06955,Synsynella choprai
4.4016,-0.13425,Synsynella deformans
4.1579,0.91522,Syrrhoe crenulata
1.0078,1.1927,Syrrhoe nodulosa
1.1035,1.0496,Syrrhoe psychrophila
1.1669,0.91295,Syrrhoites anaticauda
4.8598,0.053317,Syrrhoites pusilla
4.5909,0.1124,Syrrhoites serrata
3.5054,0.74022,Syrticola flandricus
5.1879,1.3339,Syscenus infelix
13.874,0.55535,Systellaspis debilis
4.9612,0.85128,Tachidiella minuta
4.2795,0.99662,Tachidiopsis cyclopoides
11.005,0.35713,Tachypleus tridentatus
1.0422,-1.936,Taeniacanthus williamsi
8.9066,0.29951,Takedana eriphioides
1.1551,-1.9639,Takedromia cristatipes
6.9024,0.19788,Takedromia longispina
5.5737,0.23824,Talorchestia australis
4.125,0.94928,Tanaella unguicillata
4.1657,0.2029,Tanaella unisetosa
5.1637,0.030055,Tanais dulongii
4.8714,0.2036,Tanaissus danica
5.9883,0.23999,Tanaissus lilljeborgi
7.3298,0.066976,Tanaissus psammophilus
1.0451,-1.1537,Tanaoa distinctus
1.0498,1.9503,Tanaopsis antarctica
2.9162,0.51228,Tanaopsis gallardoi
5.5933,0.11888,Tanaopsis graciloides
5.2747,0.058057,Tanystylum neorhetum
1.6137,1.8162,Tanystylum oedinotum
5.9531,0.091653,Tanystylum orbiculare
1.8372,1.4922,Tanystylum styligerum
5.2258,0.040034,Tasmarcturus lewisi
6.6207,0.12844,Tasmarcturus simplicissimus
5.8075,0.12831,Telmessus acutidens
4.4944,0.29959,Telmessus cheiragonus
1.0053,1.214,Teloscalpellum antillarum
5.2647,0.026384,Telsosynopia trifidilla
8.9247,0.15136,Temora discaudata
7.4563,0.26622,Temora longicornis
20.658,0.63844,Temora stylifera
10.093,0.068796,Temora turbinata
1.0704,1.9977,Temorites brevis
13.774,0.59462,Temorites elongata
3.2229,1.9154,Temorites spinifera
64.533,1.3066,Temoropia mayumbaensis
1.5167,1.8579,Temoropia minor
5.2803,0.066328,Tenagomysis tasmaniae
1.009,1.2161,Teneriforma naso
6.014,0.19458,Teratomaia richardsoni
5.4163,1.3092,Tessarabrachion oculatum
12.829,0.49729,Tethorchestia antillensis
5.2553,0.034143,Tethygeneia megalophthalma
5.5874,-0.22742,Tetraclita rubescens
5.2703,0.086541,Tetraclitella depressa
6.5842,0.13665,Tetralia cinctipes
4.1966,-0.15924,Tetralia rubridactyla
6.8535,0.15649,Tetraloides nigrifrons
5.8475,-0.36116,Tetrapachylasma arcuatum
13.073,0.52417,Tetraplax quadridentata
10.72,0.45158,Tetraxanthus rathbunae
1.7889,0.97378,Thaerocythere crenulata
7.4987,0.18046,Thalamita admete
1.0871,-1.9996,Thalamita coeruleipes
10.128,0.3438,Thalamita cooperi
7.1502,0.1533,Thalamita danae
7.7805,0.25419,Thalamita imparimana
7.8238,0.22296,Thalamita integra
7.3903,0.21442,Thalamita intermedia
10.041,0.37295,Thalamita macropus
1.0837,-1.999,Thalamita mitsiensis
3.7307,-0.20612,Thalamita pelsarti
6.9135,0.12402,Thalamita savignyi
9.221,0.30211,Thalamita sexlobata
7.6653,0.15988,Thalamita sima
16.649,0.62422,Thalamita spinifera
7.7676,0.19672,Thalassocaris crinita
6.824,0.20186,Thalassoplax angusta
4.1291,0.20663,Tharybis groenlandica
4.0224,0.19174,Thaumatelson herdmani
5.5568,0.50019,Themisto abyssorum
5.2133,0.018793,Themisto australis
5.9101,1.0949,Themisto compressa
6.907,0.34541,Themisto gaudichaudii
3.3805,1.6118,Themisto libellula
1.9805,1.8335,Themisto pacifica
8.0902,0.21367,Thenus orientalis
9.6577,0.28471,Thenus parindicus
5.6864,0.12453,Thia scutellata
1.1074,-1.9188,Thinora maldivensis
5.1831,0.055065,Thompsonula hyaenae
8.0317,0.21854,Thor manningi
6.5169,0.11171,Thor paschalis
1.0518,1.6468,Thymops birsteini
9.9208,0.38483,Thyropus sphaeroma
13.124,0.85353,Thysanoessa gregaria
6.5022,0.38476,Thysanoessa inermis
6.8703,0.39276,Thysanoessa longicaudata
4.8328,0.50175,Thysanoessa longipes
1.0577,1.2955,Thysanoessa macrura
5.9372,0.27405,Thysanoessa parva
5.5048,1.3545,Thysanoessa raschii
5.4654,0.19215,Thysanoessa spinifera
1.4666,1.8525,Thysanoessa vicina
5.7739,1.2418,Thysanopoda acutifrons
7.0826,0.18957,Thysanopoda aequalis
5.2398,1.1039,Thysanopoda cornuta
6.9194,0.39679,Thysanopoda cristata
13.606,0.65051,Thysanopoda egregia
6.5802,0.43822,Thysanopoda microphthalma
12.939,0.48139,Thysanopoda monacantha
9.5039,0.35077,Thysanopoda obtusifrons
9.3989,0.55863,Thysanopoda pectinata
7.8551,0.17745,Thysanopoda tricuspidata
8.0895,0.21301,Tiarinia angusta
7.1708,0.16721,Tiarinia takedai
5.8119,-0.23994,Tickalerus birubi
1.0392,0.87751,Tiron antarcticus
3.9901,1.0245,Tiron spiniferus
4.131,-0.90261,Tiron triocellatus
5.3745,0.057501,Tisbe furcata
6.0107,0.10739,Tlos muriger
4.7876,0.27821,Tmetonyx acutus
5.462,0.15681,Tmetonyx cicada
5.2754,0.014234,Tmetonyx similis
22.36,0.83901,Tokoyo eburnea
4.9289,0.07144,Tole laciniata
5.258,0.036412,Tomituka doowi
5.9526,-0.96933,Tomopagurus chacei
9.5235,0.35756,Tomopagurus cokeri
8.7555,-0.34433,Torquella grandis
6.1214,0.13801,Torridoharpinia hurleyi
4.6102,1.1113,Tortanus (Boreotortanus) discaudatus
8.0243,0.25567,Tortanus (Tortanus) barbatus
NaN,NaN,Tortanus (Tortanus) forcipatus
23.162,0.834,Toru septimus
5.0753,0.040772,Tottungus tungus
8.4894,0.27147,Tozeuma carolinense
6.8734,0.13813,Tozeuma lanceolatum
5.897,0.31771,Tozeuma novaezealandiae
10.071,0.39836,Tozeuma serratum
8.4392,0.27943,Trachycaris restricta
9.073,0.34246,Trachypenaeopsis mobilispinis
10.204,0.34623,Trachypenaeus anchoralis
15.648,0.37506,Trachysalambria curvirostris
7.4962,0.1987,Trachysalambria malaiana
5.1169,0.038541,Trachysalambria palaestinensis
6.9044,0.14588,Trapezia bidentata
8.0235,0.19513,Trapezia cymodoce
1.4924,-1.9877,Trapezia digitalis
9.241,0.27541,Trapezia guttata
23.232,0.7645,Trapezia lutea
13.377,0.49146,Trapezia serenei
9.8215,0.38275,Trapezioplax tridentata
4.8559,0.075486,Traskorchestia traskiana
7.5546,0.21189,Trichia dromiaeformis
5.7465,0.37244,Trichopeltarion fantasticum
2.8296,1.9995,Trichopeltarion nobile
1.017,1.9353,Triconia antarctica
3.8271,1.8135,Triconia borealis
11.334,0.39245,Triconia conifera
6.0634,0.13779,Triconia dentipes
6.4731,0.11896,Triconia minuta
5.653,0.80083,Triconia redacta
6.1647,0.10502,Triconia umerus
5.4972,0.047114,Triebelina sertata
4.9697,0.018638,Trigonoplax longirostris
6.3787,0.13102,Trigonoplax spathulifera
6.5464,0.1396,Trissoplax dentata
5.2281,0.051798,Tritaeta gibbosa
5.0188,0.18126,Tritella laevis
3.818,1.3039,Tritella pilimana
6.0885,0.1213,Trizocheles spinosus
5.2989,-0.69441,Trypaea australiensis
5.9239,0.039176,Trypetesa lampas
5.4503,0.10459,Tryphana malmii
5.8195,0.20836,Tryphosa nana
1.1457,0.90927,Tryphosella adarei
7.4305,0.18427,Tryphosella bet
6.0538,0.64551,Tryphosella bicheno
4.3444,0.20483,Tryphosella bispinosa
6.0815,0.12083,Tryphosella camela
5.4446,0.15778,Tryphosella horingi
15.209,-0.0096246,Tryphosella macropareia
5.0784,0.060344,Tryphosella nanoides
5.5199,0.066649,Tryphosella sarsi
1,1.8788,Tryphosella schneideri
3.9316,0.36028,Tryphosella umbonatus
1.1431,1.4376,Tryphosinae incertae sedis intermedia
4.0723,0.44434,Tryphosites chevreuxi
5.528,0.11916,Tryphosites longipes
5.8255,0.22866,Tryphosites psittacus
5.5021,0.040511,Tubicolixa chaetopterana
5.2874,0.041078,Tuldarus cangellus
11.767,0.4527,Tumidodromia dormia
5.411,0.02835,Tumidotheres maculatus
9.055,0.30178,Tweedieia odhneri
6.4148,0.13871,Tyche emarginata
1.1019,-1.9186,Tylocarcinus dumerilii
18.519,0.63038,Tylocarcinus styx
2.8096,1.3821,Tylosapis dentatus
5.8967,-0.0046462,Tymolus japonicus
5.3908,0.00060117,Tymolus similis
5.7847,-0.15282,Typhlamia mucronata
5.4133,0.34646,Typhlamphiascus confusus
5.2524,-0.038287,Typhlocarcinus nudus
3.2565,-0.8954,Typhlocarcinus villosus
1.896,0.98022,Typhlotanais adipatus
5.2444,0.24049,Typhlotanais aequiremis
8.1426,-0.4038,Typhlotanais cornutus
4.7625,0.089561,Typhlotanais finmarchicus
1.4538,1.2398,Typhlotanais greenwichensis
5.6999,0.22725,Typhlotanais herthio
1.0066,0.81321,Typhlotanais mixtus
1.8891,0.70441,Typhlotanais plebejus
8.0913,-0.12102,Typhlotanais proctagon
3.514,1.3144,Typhlotanais tenuimanus
2.5158,0.59383,Typhlotanoides rostralis
5.6651,0.073302,Typton carneus
5.4304,0.093985,Typton spongicola
4.2547,0.18237,Tytthocope megalura
5.2567,0.05396,Ulakanthura crassicornis
5.1131,-0.01608,Ulakanthura lara
8.1008,0.2378,Umalia trirufomaculata
5.83,0.4086,Unciola crenatipalma
7.1918,0.31661,Unciola inermis
8.1883,0.18994,Unciola irrorata
1.0474,1.886,Unciola laticornis
5.1516,0.96954,Unciola leucopis
4.6122,0.084867,Unciola petalocera
5.6808,0.10288,Unciola planipes
6.4354,0.15298,Unciola serrata
6.2043,1.1181,Unciola spicata
4.6534,1.3718,Undeuchaeta incisa
11.608,0.45362,Undeuchaeta major
16.74,0.29667,Undeuchaeta plumosa
1.0887,1.9876,Undinella oblonga
5.305,0.17365,Undinella simplex
12.748,0.39308,Undinula vulgaris
12.359,0.46435,Upogebia acanthura
9.8885,0.34994,Upogebia affinis
5.6818,0.13831,Upogebia deltaura
5.2185,0.017489,Upogebia dromana
4.4937,-0.10996,Upogebia major
5.3776,0.045445,Upogebia pusilla
6.74,0.20505,Upogebia spinistipula
6.3659,0.37333,Upogebia stellata
5.6289,0.090648,Upogebia tipica
1.0001,1.0707,Uristes gigas
4.0947,0.53245,Uristes murrayi
5.4375,0.068899,Urnalana elatula
6.3815,0.1137,Urnalana haematosticta
5.7834,0.093187,Urnalana insularis
9.9254,0.34704,Urnalana margaritata
13.712,0.54546,Urnalana pulchella
9.275,0.31154,Urnalana whitei
7.1701,0.18574,Urobopyrus processae
6.3243,0.098582,Urocaridella antonbruunii
17.115,0.60047,Urocaridella urocaridella
8.2705,0.25229,Urocaris longicaudata
6.3076,0.10845,Urocorycaeus furcifer
8.5167,0.16414,Urocorycaeus lautus
7.9831,0.17616,Urocorycaeus longistylis
5.4094,0.075715,Urohaustorius merkanius
5.2874,0.041078,Urohaustorius pulcus
6.8811,0.16894,Uromunna hayesi
5.074,0.052774,Uromunna petiti
4.8554,0.037503,Uromunna ubiquita
5.4198,0.05741,Urophoxus pinguis
5.9137,0.33762,Uroptychus ahyongi
6.2326,0.12613,Uroptychus alcocki
1.5205,1.934,Uroptychus australis
4.65,-0.5163,Uroptychus babai
4.7744,0.95533,Uroptychus belli
1.3589,1.9797,Uroptychus cardus
28.702,0.93447,Uroptychus joloensis
3.5175,0.58004,Uroptychus litosus
1.284,1.4466,Uroptychus nigricapillis
2.6905,1.9911,Uroptychus nitidus
6.0636,0.15931,Uroptychus raymondi
4.2415,0.41809,Uroptychus remotispinatus
6.0859,0.1876,Uroptychus tomentosus
3.898,0.70268,Uroptychus tracey
7.0585,0.20661,Uroptychus yokoyai
5.5745,0.11265,Urothoe brevicornis
5.5767,0.098263,Urothoe elegans
5.3975,0.08391,Urothoe intermedia
5.4498,0.13453,Urothoe marina
5.6844,0.17579,Urothoe poseidonis
6.9632,0.15925,Urothoe pulchella
4.1666,1.3002,Urothoe varvarini
266.73,-1.6976,Valdiviella brevicornis
1.0238,1.496,Valdiviella insignis
5.6351,0.073482,Vargula karamu
5.7459,0.017705,Vargula norvegica
6.6361,0.16703,Vargula puppis
6.8044,0.186,Vargula trifax
6.3931,-0.11755,Vargula tubulata
5.4591,0.085546,Vaunthompsonia cristata
1.367,-1.9961,Vaunthompsonia floridana
1.3299,1.0441,Vaunthompsonia inermis
2.6419,0.52402,Vaunthompsonia laevifrons
1.5875,0.88654,Vaunthompsonia meridionalis
2.0685,-1.6863,Vaunthompsonia minor
9.6428,0.33656,Vellumnus labyrinthicus
NaN,NaN,Ventiella sulfuris
5.0309,0.057004,Vermicaris minuta
5.3469,0.45971,Verruca stroemia
5.5489,0.073988,Vettoria granulosa
5.0792,0.013258,Vettoria parva
1.3184,1.4759,Vibilia antarctica
1.6365,1.9832,Vibilia australis
7.065,0.24527,Vibilia cultripes
6.6068,0.22547,Vibilia propinqua
2.0015,1.8645,Vitjazmaia latidactyla
4.8357,0.31508,Vulcanolepas osheai
1.2219,0.92217,Wandelia crassipes
6.6215,-0.093998,Watlingia chathamensis
1.0865,1.8843,Wecomedon kurilicus
5.4158,0.71632,Wecomedon nobilis
4.1303,0.89768,Wecomedon terranovae
5.201,-0.022386,Wellsopsyllus (Intermediopsyllus) intermedius
5.2476,-0.042424,Wellsopsyllus (Scottopsyllus) minor
4.6609,0.95788,Wellsopsyllus (Wellsopsyllus) gigas
2.6379,1.3476,Weltnerium gibberum
4.4483,0.11394,Weltnerium nymphocola
1.8727,1.9407,Weltnerium stroemii
1.0108,1.7301,Westwoodilla brevicalcar
6.1919,0.56071,Westwoodilla caecula
7.0687,0.69212,Westwoodilla manta
1.0408,2,Westwoodilla megalops
5.1224,0.041539,Westwoodilla rectirostris
1.2009,0.66304,Weyprechtia heuglini
1.2099,1.3056,Weyprechtia pinguis
5.9885,0.11044,Whiteleggia multicarinata
1.278,1.0481,Willemoesia forceps
1.1904,1.9771,Willemoesia pacifica
5.1222,0.024313,Williamstimpsonia denticulatus
6.8174,0.15163,Xanthias lamarckii
7.1409,0.18466,Xanthias latifrons
1.0903,-2,Xanthias punctatus
5.1999,0.05704,Xantho hydrophilus
5.2798,0.060294,Xantho pilipes
9.4004,0.47123,Xanthocalanus agilis
1.2891,1.3923,Xanthocalanus hirtipes
3.0156,0.81278,Xenacanthomysis pseudomacropsis
6.4637,0.11732,Xenanthura brevitelson
5.9762,0.089391,Xenobalanus globicipitis
11.663,0.44773,Xenocarcinus depressus
5.1741,-0.015415,Xenocheira fasciata
6.663,-0.13979,Xenodice frauenfeldti
5.1532,0.48144,Xenoleberis californica
5.3187,0.043913,Xenophthalmodes dolichophallus
6.7404,0.14802,Xenophthalmodes moebii
6.1171,0.088018,Xenophthalmus pinnotheroides
4.9499,0.071584,Xestoleberis depressa
5.3475,0.0083493,Xestoleberis tigrina
6.7101,-0.02334,Xiphonectes hastatoides
5.8923,0.071368,Xiphonectes iranjae
8.2279,0.24194,Xiphonectes longispinosus
8.3675,0.15169,Xiphonectes pulchricristatus
7.2141,0.20162,Xiphonectes rugosus
4.8039,-0.044558,Xiphonectes stephensoni
11.394,0.42773,Xiphonectes tenuicaudatus
6.2682,0.093297,Xiphonectes tenuipes
9.4666,0.29793,Xiphonectes tuberculosus
3.1362,-1.2239,Xiphopenaeus kroyeri
21.796,1.259,Xylocheles macrops
1,-1.4647,Xylopagurus anthonii
4.9205,-0.017094,Yammacoona kunarella
149.16,-1.1973,Zabythocypris helicina
5.7359,0.07917,Zaops ostreum
4.9625,0.0692,Zaus abbreviatus
6.6102,0.13053,Zaus caeruleus
5.8909,0.093897,Zeuxo kurilensis
1.6151,1.5895,Zeuxo phytalensis
1.1022,2,Zeuxoides ohlini
3.6715,0.30918,Zeuxoides pseudolitoralis
5.7437,-0.1788,Zimmeriana longirostris
4.9989,0.27346,Zosime incrassata
6.7859,0.13631,Zosimus aeneus
1.0039,1.3757,[non-Uristidae] georgianus
6.4866,0.11879,Abalistes filamentosus
20.871,0.68305,Abalistes stellaris
34.898,0.57738,Abalistes stellatus
6.7898,0.12083,Ablabys taenianotus
9.6185,0.28821,Ablennes hians
10.682,0.34569,Abudefduf bengalensis
6.3297,-0.0075928,Abudefduf concolor
9.5263,0.28445,Abudefduf declivifrons
4.944,-0.66929,Abudefduf saxatilis
6.2415,0.078676,Abudefduf septemfasciatus
6.8728,0.10994,Abudefduf sexfasciatus
5.5613,-0.010643,Abudefduf sordidus
2.3953,-1.1487,Abudefduf sparoides
4.6245,-0.92254,Abudefduf troschelii
8.5366,0.22203,Abudefduf vaigiensis
7.4958,0.20169,Abudefduf whitleyi
5.4163,-0.0063411,Acanthaluteres vittiger
6.4443,0.29529,Acanthanectes hystrix
11.661,0.45045,Acanthaphritis barbata
1.6531,-1.6429,Acanthemblemaria aspera
8.3588,0.22564,Acanthemblemaria balanorum
5.2398,-1.0539,Acanthemblemaria castroi
1.0258,-1.934,Acanthemblemaria chaplini
6.0095,0.03754,Acanthemblemaria crockeri
NaN,NaN,Acanthemblemaria exilispinus
NaN,NaN,Acanthemblemaria hancocki
7.3272,0.15477,Acanthemblemaria macrospilus
6.8416,0.16737,Acanthemblemaria maria
6.6743,0.1544,Acanthemblemaria spinosa
6.093,0.16976,Acanthistius brasilianus
5.3475,0.038858,Acanthistius cinctus
6.927,0.20955,Acanthistius joanae
6.0534,-0.49191,Acanthistius pictus
4.8832,-0.015019,Acanthistius sebastoides
7.3717,0.13413,Acanthocepola krusensternii
8.9996,0.30472,Acanthocepola limbata
NaN,NaN,Acanthochaenus luetkenii
5.8522,-0.013929,Acanthochromis polyacanthus
5.2887,0.079805,Acanthoclinus littoreus
16.194,-0.0098475,Acanthocybium solandri
5.4181,0.12943,Acantholabrus palloni
4.0693,0.39927,Acantholumpenus mackayi
1.019,1.1252,Acanthonus armatus
4.6196,-0.056389,Acanthopagrus bifasciatus
7.1143,0.17687,Acanthopagrus latus
7.832,0.22154,Acanthopagrus morrisoni
6.7993,0.14783,Acanthopagrus schlegelii
25.747,0.85996,Acanthoplesiops hiatti
3.6932,0.31512,Acanthopsetta nadeshnyi
19.152,0.68941,Acanthostracion guineensis
1.7031,-1.6227,Acanthostracion polygonius
19.434,0.64186,Acanthostracion quadricornis
1.6044,-1.8118,Acanthurus achilles
12.9,0.47799,Acanthurus albipectoralis
1.9286,-1.6636,Acanthurus bahianus
9.6329,0.28181,Acanthurus bariene
2.1068,-1.7368,Acanthurus chirurgus
4.484,-0.076061,Acanthurus coeruleus
7.2257,0.17279,Acanthurus dussumieri
2.1561,-1.1892,Acanthurus gahhm
1.7775,-1.9199,Acanthurus grammoptilus
5.6726,0.051997,Acanthurus guttatus
3.1867,-0.3008,Acanthurus japonicus
5.4683,0.037983,Acanthurus leucopareius
8.283,0.21949,Acanthurus lineatus
10.921,0.38196,Acanthurus maculiceps
6.3038,0.075782,Acanthurus mata
19.152,0.68941,Acanthurus monroviae
1.9479,-1.9711,Acanthurus nigricans
1.7755,-1.6981,Acanthurus nigricauda
6.2287,0.070684,Acanthurus nigrofuscus
4.5872,-0.070034,Acanthurus nubilus
1.5788,-1.75,Acanthurus olivaceus
12.331,0.4251,Acanthurus pyroferus
6.14,0.086356,Acanthurus sohal
2.5984,-0.96293,Acanthurus tennentii
1.1076,-1.984,Acanthurus tractus
4.8791,-0.62441,Acanthurus triostegus
2.551,-1.8009,Acanthurus xanthopterus
10.165,0.31412,Acentrogobius nebulosus
4.1043,0.43907,Achiropsetta tricholepis
9.811,0.36129,Achirus declivis
44.022,1.1078,Achirus klunzingeri
8.8221,0.26743,Achirus lineatus
14.47,0.46921,Achirus mazatlanus
41.466,1.1007,Achirus scutum
5.1457,-0.21338,Achoerodus gouldii
5.8216,-0.1296,Achoerodus viridis
5.8529,0.09526,Acipenser oxyrinchus
6.4799,1.2679,Acromycter nezumi
5.4485,0.28015,Acromycter perturbator
6.6997,0.14228,Acropoma hanedai
20.141,0.52503,Acropoma japonicum
6.0614,0.12105,Acroteriobatus annulatus
11.749,0.45853,Acyrtus artius
9.0163,0.31132,Acyrtus rubiginosus
4.5402,0.25144,Adagnesia charcoti
10.042,0.34259,Adventor elongatus
9.7859,0.29213,Aeoliscus strigatus
