family,genus.x,hooks_per_set,hook,leader,source,sample_size,estimate,scientific_name,gear_class,species,f_bname,habitat_associated,max_size_cm,measure,median_depth,reproductive_mode,ventilation_method,estimate_type,method,group,order,genus,ac,ac_new_gen,ac_new_fam
Odontaspididae,,,,,this study,,,Odontaspis ferox,,ferox,,benthopelagic,450,,512.5,oophagy,ram,,,,Lamniformes,Odontaspis,6.0088,6.0088,6.0088
Odontaspididae,,,,,this study,,,Odontaspis noronhai,,noronhai,,pelagic,367,,530,oophagy,ram,,,,Lamniformes,Odontaspis,6.0088,6.0088,8.786919999999999
Orectolobidae,,,,,this study,,,Orectolobus floridus,,floridus,,benthopelagic,75,,63.5,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.8454375,5.8454375,5.8454375
Orectolobidae,,,,,this study,,,Orectolobus halei,,halei,,demersal,256,,97.5,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.5714,5.5714,5.5714
Orectolobidae,,,,,this study,,,Orectolobus hutchinsi,,hutchinsi,,demersal,149,,55,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.6622,5.6622,5.6622
Orectolobidae,,,,,this study,,,Orectolobus japonicus,,japonicus,,demersal,118,,100,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.8454375,5.8454375,5.8454375
Orectolobidae,,,,,this study,,,Orectolobus leptolineatus,,leptolineatus,,benthopelagic,112,,65,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.8454375,5.8454375,5.8454375
Orectolobidae,,,,,this study,,,Orectolobus maculatus,,maculatus,,reef-associated,320,,124,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,6.4555,6.4555,6.4555
Orectolobidae,,,,,this study,,,Orectolobus ornatus,,ornatus,,reef-associated,290,,52.5,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.6825,5.6825,5.6825
Orectolobidae,,,,,this study,,,Orectolobus parvimaculatus,,parvimaculatus,,demersal,88.5,,72,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.8454375,5.8454375,5.8454375
Orectolobidae,,,,,this study,,,Orectolobus reticulatus,,reticulatus,,benthopelagic,52.3,,10,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.8454375,5.8454375,5.8454375
Orectolobidae,,,,,this study,,,Orectolobus wardi,,wardi,,reef-associated,63,,2,yolk-sac viviparity,stationary,,,,Orectolobiformes,Orectolobus,5.8454375,5.8454375,5.8454375
Oxynotidae,,,,,this study,,,Oxynotus bruniensis,,bruniensis,,bathydemersal,65,,557.5,yolk-sac viviparity,stationary,,,,Squaliformes,Oxynotus,19.152,19.152,19.152
Oxynotidae,,,,,this study,,,Oxynotus caribbaeus,,caribbaeus,,bathydemersal,49,,429.5,yolk-sac viviparity,stationary,,,,Squaliformes,Oxynotus,19.152,19.152,19.152
Oxynotidae,,,,,this study,,,Oxynotus centrina,,centrina,,bathydemersal,150,,420,yolk-sac viviparity,stationary,,,,Squaliformes,Oxynotus,19.152,19.152,19.152
Oxynotidae,,,,,this study,,,Oxynotus japonicus,,japonicus,,bathydemersal,54,,225,yolk-sac viviparity,stationary,,,,Squaliformes,Oxynotus,19.152,19.152,19.152
Oxynotidae,,,,,this study,,,Oxynotus paradoxus,,paradoxus,,bathydemersal,118,,492.5,yolk-sac viviparity,stationary,,,,Squaliformes,Oxynotus,19.152,19.152,19.152
Parascylliidae,,,,,this study,,,Parascyllium collare,,collare,,reef-associated,85,,125,oviparous,stationary,,,,Orectolobiformes,Parascyllium,5.8863,5.8863,5.8863
Parascylliidae,,,,,this study,,,Parascyllium ferrugineum,,ferrugineum,,demersal,80,,77.5,oviparous,stationary,,,,Orectolobiformes,Parascyllium,5.6604,5.6604,7.1752666666666665
Parascylliidae,,,,,this study,,,Parascyllium sparsimaculatum,,sparsimaculatum,,bathydemersal,78.1,,224.5,oviparous,stationary,,,,Orectolobiformes,Parascyllium,5.6604,5.6604,7.1752666666666665
Parascylliidae,,,,,this study,,,Parascyllium variolatum,,variolatum,,demersal,91,,90,oviparous,stationary,,,,Orectolobiformes,Parascyllium,5.4345,5.4345,5.4345
Pentanchidae,,,,,this study,,,Parmaturus angelae,,angelae,,demersal,42.5,,550,oviparous,stationary,,,,Carcharhiniformes,Parmaturus,4.16125,4.16125,15.2966675
Pentanchidae,,,,,this study,,,Parmaturus lanatus,,lanatus,,bathydemersal,36,,847.5,oviparous,stationary,,,,Carcharhiniformes,Parmaturus,4.16125,4.16125,15.2966675
Pentanchidae,,,,,this study,,,Parmaturus macmillani,,macmillani,,bathydemersal,45,,1085,oviparous,stationary,,,,Carcharhiniformes,Parmaturus,2.2981,2.2981,2.2981
Pentanchidae,,,,,this study,,,Parmaturus melanobranchus,,melanobranchus,,bathydemersal,85,,779,oviparous,stationary,,,,Carcharhiniformes,Parmaturus,4.16125,4.16125,15.2966675
Pentanchidae,,,,,this study,,,Parmaturus pilosus,,pilosus,,bathydemersal,64,,767.5,oviparous,stationary,,,,Carcharhiniformes,Parmaturus,4.16125,4.16125,15.2966675
Pentanchidae,,,,,this study,,,Parmaturus xaniurus,,xaniurus,,bathydemersal,45,,669,oviparous,stationary,,,,Carcharhiniformes,Parmaturus,6.0244,6.0244,6.0244
Pentanchidae,,,,,this study,,,Pentanchus profundicolus,,profundicolus,,bathydemersal,51,,871,oviparous,stationary,,,,Carcharhiniformes,Pentanchus,15.2966675,,15.2966675
Pseudotriakidae,,,,,this study,,,Planonasus indicus,,indicus,,demersal,64,,640,oophagy,stationary,,,,Carcharhiniformes,Planonasus,5.1897,,5.1897
Pseudotriakidae,,,,,this study,,,Planonasus parini,,parini,,demersal,53.4,,840,oophagy,stationary,,,,Carcharhiniformes,Planonasus,5.1897,,5.1897
Pristiophoridae,,,,,this study,,,Pliotrema annae,,annae,,demersal,98,,27.5,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pliotrema,7.364,7.364,6.20608
Pristiophoridae,,,,,this study,,,Pliotrema kajae,,kajae,,demersal,102,,267,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pliotrema,7.364,7.364,6.20608
Pristiophoridae,,,,,this study,,,Pliotrema warreni,,warreni,,demersal,170,,462.5,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pliotrema,7.364,7.364,7.364
Scyliorhinidae,,,,,this study,,,Poroderma africanum,,africanum,,demersal,101,,50,oviparous,stationary,,,,Carcharhiniformes,Poroderma,6.2518,6.2518,6.2518
Scyliorhinidae,,,,,this study,,,Poroderma pantherinum,,pantherinum,,reef-associated,84,,128,oviparous,stationary,,,,Carcharhiniformes,Poroderma,5.5106,5.5106,5.5106
Pristiophoridae,,,,,this study,,,Pristiophorus cirratus,,cirratus,,demersal,149,,335,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pristiophorus,5.7533,5.7533,5.7533
Pristiophoridae,,,,,this study,,,Pristiophorus delicatus,,delicatus,,pelagic,84.5,,325.5,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pristiophorus,5.916600000000001,5.916600000000001,6.20608
Pristiophoridae,,,,,this study,,,Pristiophorus japonicus,,japonicus,,demersal,153,,645,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pristiophorus,5.916600000000001,5.916600000000001,6.20608
Pristiophoridae,,,,,this study,,,Pristiophorus lanae,,lanae,,benthopelagic,89.5,,311,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pristiophorus,5.916600000000001,5.916600000000001,6.20608
Pristiophoridae,,,,,this study,,,Pristiophorus nancyae,,nancyae,,pelagic,62.1,,428,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pristiophorus,5.916600000000001,5.916600000000001,6.20608
Pristiophoridae,,,,,this study,,,Pristiophorus nudipinnis,,nudipinnis,,demersal,124,,82.5,yolk-sac viviparity,stationary,,,,Pristiophoriformes,Pristiophorus,6.0799,6.0799,6.0799
Proscylliidae,,,,,this study,,,Proscyllium habereri,,habereri,,demersal,65,,185,oviparous,stationary,,,,Carcharhiniformes,Proscyllium,8.3397,8.3397,8.3397
Proscylliidae,,,,,this study,,,Proscyllium magnificum,,magnificum,,pelagic,49,,220.5,oviparous,stationary,,,,Carcharhiniformes,Proscyllium,8.3397,8.3397,5.98765
Pseudotriakidae,,,,,this study,,,Pseudotriakis microdon,,microdon,,bathydemersal,269,,1031.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Pseudotriakis,5.5776,5.5776,5.5776
Rhincodontidae,,,,,this study,,,Rhincodon typus,,typus,,pelagic,1700,,964,yolk-sac viviparity,ram,,,,Orectolobiformes,Rhincodon,7.7945,7.7945,7.7945
Carcharhinidae,,,,,this study,,,Rhizoprionodon acutus,,acutus,,benthopelagic,178,,100.5,placental viviparity,ram,,,,Carcharhiniformes,Rhizoprionodon,6.0408,6.0408,6.0408
Carcharhinidae,,,,,this study,,,Rhizoprionodon lalandii,,lalandii,,demersal,102.1,,35,placental viviparity,ram,,,,Carcharhiniformes,Rhizoprionodon,7.424756250000001,7.424756250000001,9.81085390070922
Carcharhinidae,,,,,this study,,,Rhizoprionodon longurio,,longurio,,benthopelagic,154,,13.5,placental viviparity,ram,,,,Carcharhiniformes,Rhizoprionodon,7.999,7.999,7.999
Carcharhinidae,,,,,this study,,,Rhizoprionodon oligolinx,,oligolinx,,reef-associated,85,,18,placental viviparity,ram,,,,Carcharhiniformes,Rhizoprionodon,17.984,17.984,17.984
Carcharhinidae,,,,,this study,,,Rhizoprionodon porosus,,porosus,,reef-associated,110,,250,placental viviparity,ram,,,,Carcharhiniformes,Rhizoprionodon,7.424756250000001,7.424756250000001,9.81085390070922
Carcharhinidae,,,,,this study,,,Rhizoprionodon taylori,,taylori,,pelagic,78.4,,55,placental viviparity,ram,,,,Carcharhiniformes,Rhizoprionodon,7.9872,7.9872,7.9872
Scyliorhinidae,,,,,this study,,,Schroederichthys bivius,,bivius,,demersal,86,,185.5,oviparous,stationary,,,,Carcharhiniformes,Schroederichthys,5.2027,5.2027,5.2027
Scyliorhinidae,,,,,this study,,,Schroederichthys chilensis,,chilensis,,demersal,70,,25.5,oviparous,stationary,,,,Carcharhiniformes,Schroederichthys,5.2027,5.2027,9.250036363636363
Scyliorhinidae,,,,,this study,,,Schroederichthys saurisqualus,,saurisqualus,,bathydemersal,69.2,,311,oviparous,stationary,,,,Carcharhiniformes,Schroederichthys,5.2027,5.2027,9.250036363636363
Scyliorhinidae,,,,,this study,,,Schroederichthys tenuis,,tenuis,,bathydemersal,47.3,,261,oviparous,stationary,,,,Carcharhiniformes,Schroederichthys,5.2027,5.2027,9.250036363636363
Scyliorhinidae,,,,,this study,,,Scyliorhinus boa,,boa,,bathydemersal,54,,502.5,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,8.9471,8.9471,8.9471
Scyliorhinidae,,,,,this study,,,Scyliorhinus canicula,,canicula,,demersal,100,,400.5,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,6.7455,6.7455,6.7455
Scyliorhinidae,,,,,this study,,,Scyliorhinus capensis,,capensis,,demersal,122,,260.5,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,6.7932,6.7932,6.7932
Scyliorhinidae,,,,,this study,,,Scyliorhinus cervigoni,,cervigoni,,demersal,76,,272.5,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,55.052,55.052,55.052
Scyliorhinidae,,,,,this study,,,Scyliorhinus comoroensis,,comoroensis,,bathydemersal,46.4,,300,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,13.677575,13.677575,9.250036363636363
Scyliorhinidae,,,,,this study,,,Scyliorhinus haeckelii,,haeckelii,,demersal,64.7,,310,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,8.9634,8.9634,8.9634
Scyliorhinidae,,,,,this study,,,Scyliorhinus retifer,,retifer,,demersal,59,,413.5,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,13.677575,13.677575,9.250036363636363
Scyliorhinidae,,,,,this study,,,Scyliorhinus stellaris,,stellaris,,reef-associated,162,,190.5,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,9.0255,9.0255,9.0255
Scyliorhinidae,,,,,this study,,,Scyliorhinus torazame,,torazame,,demersal,500,,160,oviparous,stationary,,,,Carcharhiniformes,Scyliorhinus,7.1484,7.1484,7.1484
Triakidae,,,,,this study,,,Scylliogaleus quecketti,,quecketti,,demersal,111,,36.5,placental viviparity,stationary,,,,Carcharhiniformes,Scylliogaleus,9.697244927536232,,9.697244927536232
Somniosidae,,,,,this study,,,Scymnodalatias albicauda,,albicauda,,bathypelagic,111,,330,yolk-sac viviparity,stationary,,,,Squaliformes,Scymnodalatias,4.377177777777778,,4.377177777777778
Somniosidae,,,,,this study,,,Scymnodalatias garricki,,garricki,,bathypelagic,40.6,,440,yolk-sac viviparity,stationary,,,,Squaliformes,Scymnodalatias,4.377177777777778,,4.377177777777778
Somniosidae,,,,,this study,,,Scymnodalatias sherwoodi,,sherwoodi,,benthopelagic,85,,450,yolk-sac viviparity,stationary,,,,Squaliformes,Scymnodalatias,4.377177777777778,,4.377177777777778
Somniosidae,,,,,this study,,,Scymnodon ichiharai,,ichiharai,,bathypelagic,151.1,,640,yolk-sac viviparity,stationary,,,,Squaliformes,Scymnodon,3.9064,3.9064,4.377177777777778
Somniosidae,,,,,this study,,,Scymnodon plunketi,,plunketi,,bathypelagic,170,,865,yolk-sac viviparity,stationary,,,,Squaliformes,Scymnodon,3.9064,3.9064,4.377177777777778
Somniosidae,,,,,this study,,,Scymnodon ringens,,ringens,,bathypelagic,110,,900,yolk-sac viviparity,stationary,,,,Squaliformes,Scymnodon,3.9064,3.9064,3.9064
Somniosidae,,,,,this study,,,Somniosus antarcticus,,antarcticus,,benthopelagic,438,,817.5,yolk-sac viviparity,stationary,,,,Squaliformes,Somniosus,1.9602,1.9602,1.9602
Somniosidae,,,,,this study,,,Somniosus longus,,longus,,bathydemersal,143.3,,683,yolk-sac viviparity,stationary,,,,Squaliformes,Somniosus,3.7528499999999996,3.7528499999999996,4.377177777777778
Somniosidae,,,,,this study,,,Somniosus microcephalus,,microcephalus,,benthopelagic,730,,1323.5,yolk-sac viviparity,stationary,,,,Squaliformes,Somniosus,3.7528499999999996,3.7528499999999996,4.377177777777778
Somniosidae,,,,,this study,,,Somniosus pacificus,,pacificus,,benthopelagic,440,,1102.5,yolk-sac viviparity,stationary,,,,Squaliformes,Somniosus,3.7528499999999996,3.7528499999999996,4.377177777777778
Somniosidae,,,,,this study,,,Somniosus rostratus,,rostratus,,bathydemersal,143,,765,yolk-sac viviparity,stationary,,,,Squaliformes,Somniosus,5.5455,5.5455,5.5455
Sphyrnidae,,,,,this study,,,Sphyrna corona,,corona,,demersal,92,,50,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,15.965,15.965,15.965
Sphyrnidae,,,,,this study,,,Sphyrna lewini,,lewini,,pelagic,430,,521.5,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,14.608,14.608,14.608
Sphyrnidae,,,,,this study,,,Sphyrna media,,media,,demersal,150,,50,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,10.784327083333334,10.784327083333334,11.386615
Sphyrnidae,,,,,this study,,,Sphyrna mokarran,,mokarran,,pelagic,610,,150,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,7.3981,7.3981,7.3981
Sphyrnidae,,,,,this study,,,Sphyrna tiburo,,tiburo,,reef-associated,150,,45,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,4.199,4.199,4.199
Sphyrnidae,,,,,this study,,,Sphyrna tudes,,tudes,,benthopelagic,134,,42.5,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,8.8064,8.8064,8.8064
Sphyrnidae,,,,,this study,,,Sphyrna zygaena,,zygaena,,pelagic,400,,100,placental viviparity,ram,,,,Carcharhiniformes,Sphyrna,10.906,10.906,10.906
Dalatiidae,,,,,this study,,,Squaliolus aliae,,aliae,,bathypelagic,24.1,,1000,yolk-sac viviparity,stationary,,,,Squaliformes,Squaliolus,5.3019,5.3019,5.3019
Dalatiidae,,,,,this study,,,Squaliolus laticaudus,,laticaudus,,bathypelagic,27.5,,905,yolk-sac viviparity,stationary,,,,Squaliformes,Squaliolus,7.4546,7.4546,7.4546
Squalidae,,,,,this study,,,Squalus acanthias,,acanthias,,benthopelagic,200,,989,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,8.2153,8.2153,8.2153
Squalidae,,,,,this study,,,Squalus acutipinnis,,acutipinnis,,benthopelagic,85,,750,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus albicaudus,,albicaudus,,benthopelagic,52.5,,308,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus albifrons,,albifrons,,pelagic,74,,290.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,8.2335,8.2335,8.2335
Squalidae,,,,,this study,,,Squalus altipinnis,,altipinnis,,pelagic,58.90000153,,301.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus bahiensis,,bahiensis,,pelagic,69,,599,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus bassi,,bassi,,benthopelagic,110,,375,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus blainville,,blainville,,demersal,920,,757.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,14.925,14.925,14.925
Squalidae,,,,,this study,,,Squalus boretzi,,boretzi,,demersal,95.2,,312.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus brevirostris,,brevirostris,,demersal,57.8,,191,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus bucephalus,,bucephalus,,pelagic,90,,664,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus chloroculus,,chloroculus,,bathydemersal,99,,786.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,5.7216,5.7216,5.7216
Squalidae,,,,,this study,,,Squalus clarkae,,clarkae,,benthopelagic,82,,427.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus crassispinus,,crassispinus,,pelagic,67,,224.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,9.3249,9.3249,9.3249
Squalidae,,,,,this study,,,Squalus cubensis,,cubensis,,demersal,60,,230,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus edmundsi,,edmundsi,,pelagic,115,,527,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,1.0252,1.0252,1.0252
Squalidae,,,,,this study,,,Squalus formosus,,formosus,,pelagic,85,,485,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus grahami,,grahami,,pelagic,73,,326,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.6276,7.6276,7.6276
Squalidae,,,,,this study,,,Squalus griffini,,griffini,,bathydemersal,110,,493.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,6.3253,6.3253,6.3253
Squalidae,,,,,this study,,,Squalus hawaiiensis,,hawaiiensis,,benthopelagic,101,,332.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus hemipinnis,,hemipinnis,,benthopelagic,78,,50.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus japonicus,,japonicus,,bathydemersal,105,,225,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus lobularis,,lobularis,,benthopelagic,64,,300,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus mahia,,mahia,,pelagic,59,,277.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus margaretsmithae,,margaretsmithae,,benthopelagic,54.29999924,,270,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus megalops,,megalops,,demersal,64,,390,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.0687,7.0687,7.0687
Squalidae,,,,,this study,,,Squalus melanurus,,melanurus,,bathydemersal,75,,330,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.039,7.039,7.039
Squalidae,,,,,this study,,,Squalus mitsukurii,,mitsukurii,,benthopelagic,112,,479,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.7126,7.7126,7.7126
Squalidae,,,,,this study,,,Squalus montalbani,,montalbani,,bathydemersal,101,,762,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,5.524,5.524,5.524
Squalidae,,,,,this study,,,Squalus nasutus,,nasutus,,pelagic,64,,575,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,10.699,10.699,10.699
Squalidae,,,,,this study,,,Squalus notocaudatus,,notocaudatus,,pelagic,62,,339.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus quasimodo,,quasimodo,,pelagic,85,,417.5,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus rancureli,,rancureli,,bathydemersal,77,,360,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus raoulensis,,raoulensis,,pelagic,93,,355,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,7.713349999999999,7.713349999999999,7.853663636363636
Squalidae,,,,,this study,,,Squalus suckleyi,,suckleyi,,benthopelagic,130,,618,yolk-sac viviparity,stationary,,,,Squaliformes,Squalus,4.6723,4.6723,4.6723
Squatinidae,,,,,this study,,,Squatina aculeata,,aculeata,,demersal,188,,265,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,19.152,19.152,19.152
Squatinidae,,,,,this study,,,Squatina africana,,africana,,demersal,80,,265,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,9.8045,9.8045,9.8045
Squatinidae,,,,,this study,,,Squatina albipunctata,,albipunctata,,benthopelagic,98.5,,226,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,7.0584,7.0584,7.0584
Squatinidae,,,,,this study,,,Squatina argentina,,argentina,,demersal,1380,,228.5,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina armata,,armata,,demersal,150,,52.5,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,22.209,22.209,22.209
Squatinidae,,,,,this study,,,Squatina australis,,australis,,demersal,152,,65,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,8.0911,8.0911,8.0911
Squatinidae,,,,,this study,,,Squatina californica,,californica,,demersal,152,,103,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,8.4192,8.4192,8.4192
Squatinidae,,,,,this study,,,Squatina david,,david,,demersal,79,,213,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina dumeril,,dumeril,,bathydemersal,152,,688,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,6.6795,6.6795,6.6795
Squatinidae,,,,,this study,,,Squatina formosa,,formosa,,bathydemersal,150,,201.5,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina guggenheim,,guggenheim,,demersal,96,,78.5,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,6.0762,6.0762,6.0762
Squatinidae,,,,,this study,,,Squatina japonica,,japonica,,demersal,200,,181,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina nebulosa,,nebulosa,,demersal,800,,165,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina occulta,,occulta,,demersal,120,,177.5,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina oculata,,oculata,,demersal,160,,255,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,9.3887,9.3887,9.3887
Squatinidae,,,,,this study,,,Squatina pseudocellata,,pseudocellata,,benthopelagic,114,,231,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina squatina,,squatina,,demersal,244,,76,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Squatinidae,,,,,this study,,,Squatina tergocellata,,tergocellata,,bathydemersal,140,,264,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,11.331,11.331,11.331
Squatinidae,,,,,this study,,,Squatina tergocellatoides,,tergocellatoides,,demersal,100,,200,yolk-sac viviparity,stationary,,,,Squatiniformes,Squatina,10.508766666666666,10.508766666666666,10.508766666666666
Stegostomidae,,,,,this study,,,Stegostoma tigrinum,,tigrinum,,reef-associated,354,,31,oviparous,stationary,,,,Orectolobiformes,Stegostoma,22.777,22.777,22.777
Orectolobidae,,,,,this study,,,Sutorectus tentaculatus,,tentaculatus,,reef-associated,92,,17.5,yolk-sac viviparity,stationary,,,,Orectolobiformes,Sutorectus,5.8454375,,5.8454375
Carcharhinidae,,,,,this study,,,Triaenodon obesus,,obesus,,reef-associated,168,,165.5,yolk-sac viviparity,stationary,,,,Carcharhiniformes,Triaenodon,9.1561,9.1561,9.1561
Triakidae,,,,,this study,,,Triakis acutipinna,,acutipinna,,demersal,112,,260,yolk-sac viviparity,ram,,,,Carcharhiniformes,Triakis,6.0669,6.0669,9.697244927536232
Triakidae,,,,,this study,,,Triakis maculata,,maculata,,demersal,180,,105,yolk-sac viviparity,ram,,,,Carcharhiniformes,Triakis,6.0669,6.0669,9.697244927536232
Triakidae,,,,,this study,,,Triakis megalopterus,,megalopterus,,demersal,207.5,,25,yolk-sac viviparity,ram,,,,Carcharhiniformes,Triakis,5.8717,5.8717,5.8717
Triakidae,,,,,this study,,,Triakis scyllium,,scyllium,,demersal,150,,90,yolk-sac viviparity,ram,,,,Carcharhiniformes,Triakis,6.0669,6.0669,9.697244927536232
