family,genus.x,hooks_per_set,hook,leader,source,sample_size,estimate,scientific_name,gear_class,species,f_bname,habitat_associated,max_size_cm,measure,median_depth,reproductive_mode,ventilation_method,estimate_type,method,group,order,genus,ac,ac_new_gen,ac_new_fam
Etmopteridae,,,,,this study,,,Etmopterus brachyurus,,brachyurus,,pelagic,50,,398,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,8.0241,8.0241,8.0241
Etmopteridae,,,,,this study,,,Etmopterus brosei,,brosei,,pelagic,45.09999847,,840,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus bullisi,,bullisi,,pelagic,30.3,,550,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,8.1573,8.1573,8.1573
Etmopteridae,,,,,this study,,,Etmopterus burgessi,,burgessi,,pelagic,35.5,,450,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus compagnoi,,compagnoi,,pelagic,78,,841.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,5.8621,5.8621,5.8621
Etmopteridae,,,,,this study,,,Etmopterus decacuspidatus,,decacuspidatus,,pelagic,29,,602,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus dianthus,,dianthus,,pelagic,40.90000153,,540,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus dislineatus,,dislineatus,,pelagic,44.79999924,,695,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus evansi,,evansi,,pelagic,32,,559.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus fusus,,fusus,,pelagic,25.799999239999998,,490,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus gracilispinis,,gracilispinis,,pelagic,35,,612.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.6064,7.6064,7.6064
Etmopteridae,,,,,this study,,,Etmopterus granulosus,,granulosus,,pelagic,86,,920,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus hillianus,,hillianus,,pelagic,29.5,,448.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,9.023,9.023,9.023
Etmopteridae,,,,,this study,,,Etmopterus joungi,,joungi,,pelagic,40.59999847,,300,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus lailae,,lailae,,pelagic,36.79999924,,349,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus litvinovi,,litvinovi,,bathydemersal,61,,865,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus lucifer,,lucifer,,pelagic,55,,753.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,9.0476,9.0476,9.0476
Etmopteridae,,,,,this study,,,Etmopterus marshae,,marshae,,pelagic,23.39999962,,329.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus molleri,,molleri,,pelagic,46,,530,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,6.5854,6.5854,6.5854
Etmopteridae,,,,,this study,,,Etmopterus perryi,,perryi,,pelagic,17,,380,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus polli,,polli,,bathydemersal,30,,650,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,19.152,19.152,19.152
Etmopteridae,,,,,this study,,,Etmopterus princeps,,princeps,,bathydemersal,94,,1281.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.8199,7.8199,7.8199
Etmopteridae,,,,,this study,,,Etmopterus pusillus,,pusillus,,bathydemersal,50.2,,560,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,8.4153,8.4153,8.4153
Etmopteridae,,,,,this study,,,Etmopterus pycnolepis,,pycnolepis,,benthopelagic,45.5,,546.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus robinsi,,robinsi,,bathydemersal,31,,600,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,6.2748,6.2748,6.2748
Etmopteridae,,,,,this study,,,Etmopterus schultzi,,schultzi,,bathydemersal,27,,600,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,10.029,10.029,10.029
Etmopteridae,,,,,this study,,,Etmopterus sculptus,,sculptus,,bathydemersal,59,,631.5,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus sentosus,,sentosus,,bathydemersal,27,,350,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,3.3777,3.3777,3.3777
Etmopteridae,,,,,this study,,,Etmopterus sheikoi,,sheikoi,,bathypelagic,43.20000076,,355,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus spinax,,spinax,,bathydemersal,55,,1280,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.6416,7.6416,7.6416
Etmopteridae,,,,,this study,,,Etmopterus splendidus,,splendidus,,benthopelagic,30.7,,245,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,6.4357,6.4357,6.4357
Etmopteridae,,,,,this study,,,Etmopterus unicolor,,unicolor,,bathydemersal,79,,810,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,1.4346,1.4346,1.4346
Etmopteridae,,,,,this study,,,Etmopterus viator,,viator,,bathydemersal,39.09999847,,1115,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,7.386333333333333,7.386333333333333,6.7768227272727275
Etmopteridae,,,,,this study,,,Etmopterus virens,,virens,,bathydemersal,23,,550,yolk-sac viviparity,stationary,,,,Squaliformes,Etmopterus,1.1782,1.1782,1.1782
Orectolobidae,,,,,this study,,,Eucrossorhinus dasypogon,,dasypogon,,reef-associated,366,,26,yolk-sac viviparity,stationary,,,,Orectolobiformes,Eucrossorhinus,5.8454375,,5.8454375
Dalatiidae,,,,,this study,,,Euprotomicrus bispinatus,,bispinatus,,bathypelagic,26.5,,900,yolk-sac viviparity,ram,,,,Squaliformes,Euprotomicrus,14.63368,,14.63368
Sphyrnidae,,,,,this study,,,Eusphyra blochii,,blochii,,benthopelagic,186,,68.5,placental viviparity,ram,,,,Carcharhiniformes,Eusphyra,14.364,14.364,14.364
Pentanchidae,,,,,this study,,,Figaro boardmani,,boardmani,,bathydemersal,61,,475.5,oviparous,stationary,,,,Carcharhiniformes,Figaro,6.788,6.788,6.788
Pentanchidae,,,,,this study,,,Figaro striatus,,striatus,,bathydemersal,42.09999847,,359.5,oviparous,stationary,,,,Carcharhiniformes,Figaro,6.788,6.788,15.2966675
Triakidae,,,,,this study,,,Furgaleus macki,,macki,,demersal,160,,113.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Furgaleus,9.697244927536232,,9.697244927536232
Carcharhinidae,,,,,this study,,,Galeocerdo cuvier,,cuvier,,benthopelagic,750,,400,placental viviparity,ram,,,,Carcharhiniformes,Galeocerdo,12.342,12.342,12.342
Pentanchidae,,,,,this study,,,Galeus atlanticus,,atlanticus,,bathydemersal,46,,559.5,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Pentanchidae,,,,,this study,,,Galeus eastmani,,eastmani,,bathydemersal,68,,500,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Pentanchidae,,,,,this study,,,Galeus gracilis,,gracilis,,bathydemersal,34,,380,oviparous,stationary,,,,Carcharhiniformes,Galeus,5.5626,5.5626,5.5626
Pentanchidae,,,,,this study,,,Galeus longirostris,,longirostris,,bathydemersal,80.30000305,,480,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Pentanchidae,,,,,this study,,,Galeus melastomus,,melastomus,,demersal,90,,1027.5,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.0236,6.0236,6.0236
Pentanchidae,,,,,this study,,,Galeus mincaronei,,mincaronei,,bathydemersal,48.8,,365,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Pentanchidae,,,,,this study,,,Galeus murinus,,murinus,,bathydemersal,63,,837.5,oviparous,stationary,,,,Carcharhiniformes,Galeus,3.4859,3.4859,3.4859
Pentanchidae,,,,,this study,,,Galeus nipponensis,,nipponensis,,bathydemersal,75.6,,345,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Pentanchidae,,,,,this study,,,Galeus piperatus,,piperatus,,bathydemersal,29,,800.5,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Pentanchidae,,,,,this study,,,Galeus polli,,polli,,bathydemersal,45,,460,oviparous,stationary,,,,Carcharhiniformes,Galeus,9.9831,9.9831,9.9831
Pentanchidae,,,,,this study,,,Galeus sauteri,,sauteri,,demersal,38,,75,oviparous,stationary,,,,Carcharhiniformes,Galeus,7.0771,7.0771,7.0771
Pentanchidae,,,,,this study,,,Galeus schultzi,,schultzi,,bathydemersal,29.7,,380,oviparous,stationary,,,,Carcharhiniformes,Galeus,6.3593166666666665,6.3593166666666665,15.2966675
Ginglymostomatidae,,,,,this study,,,Ginglymostoma cirratum,,cirratum,,reef-associated,308,,65,oviparous,stationary,,,,Orectolobiformes,Ginglymostoma,3.1785,3.1785,3.1785
Triakidae,,,,,this study,,,Gogolia filewoodi,,filewoodi,,demersal,73.9,,73,yolk-sac viviparity,ram,,,,Carcharhiniformes,Gogolia,9.697244927536232,,9.697244927536232
Pseudotriakidae,,,,,this study,,,Gollum attenuatus,,attenuatus,,bathydemersal,107,,390,yolk-sac viviparity,ram,,,,Carcharhiniformes,Gollum,4.8018,4.8018,4.8018
Pentanchidae,,,,,this study,,,Halaelurus boesemani,,boesemani,,demersal,48,,143.5,oviparous,stationary,,,,Carcharhiniformes,Halaelurus,7.7279333333333335,7.7279333333333335,15.2966675
Pentanchidae,,,,,this study,,,Halaelurus buergeri,,buergeri,,demersal,49,,90,oviparous,stationary,,,,Carcharhiniformes,Halaelurus,7.7279333333333335,7.7279333333333335,15.2966675
Pentanchidae,,,,,this study,,,Halaelurus lineatus,,lineatus,,demersal,56,,145,oviparous,stationary,,,,Carcharhiniformes,Halaelurus,8.381,8.381,8.381
Pentanchidae,,,,,this study,,,Halaelurus natalensis,,natalensis,,demersal,45,,86,oviparous,stationary,,,,Carcharhiniformes,Halaelurus,6.4218,6.4218,6.4218
Pentanchidae,,,,,this study,,,Halaelurus quagga,,quagga,,demersal,31.5,,120.5,oviparous,stationary,,,,Carcharhiniformes,Halaelurus,7.7279333333333335,7.7279333333333335,15.2966675
Pentanchidae,,,,,this study,,,Halaelurus sellus,,sellus,,demersal,42.3,,113,oviparous,stationary,,,,Carcharhiniformes,Halaelurus,7.7279333333333335,7.7279333333333335,15.2966675
Pentanchidae,,,,,this study,,,Haploblepharus edwardsii,,edwardsii,,demersal,64,,65,oviparous,stationary,,,,Carcharhiniformes,Haploblepharus,6.5184,6.5184,6.5184
Pentanchidae,,,,,this study,,,Haploblepharus fuscus,,fuscus,,reef-associated,69,,17.5,oviparous,stationary,,,,Carcharhiniformes,Haploblepharus,5.7736,5.7736,15.2966675
Pentanchidae,,,,,this study,,,Haploblepharus kistnasamyi,,kistnasamyi,,bathypelagic,50.4,,25,oviparous,stationary,,,,Carcharhiniformes,Haploblepharus,5.7919,5.7919,5.7919
Pentanchidae,,,,,this study,,,Haploblepharus pictus,,pictus,,demersal,60,,17.5,oviparous,stationary,,,,Carcharhiniformes,Haploblepharus,5.0105,5.0105,5.0105
Hemiscylliidae,,,,,this study,,,Hemiscyllium freycineti,,freycineti,,reef-associated,72,,6,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium galei,,galei,,reef-associated,56.75,,13.5,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium hallstromi,,hallstromi,,reef-associated,77,,7.5,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium halmahera,,halmahera,,benthopelagic,68.09999847,,7.5,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium henryi,,henryi,,reef-associated,81.5,,16.5,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium michaeli,,michaeli,,benthopelagic,69.5,,11,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium ocellatum,,ocellatum,,reef-associated,107,,25,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,7.4466,7.4466,7.4466
Hemiscylliidae,,,,,this study,,,Hemiscyllium strahani,,strahani,,reef-associated,80,,10.5,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.9702,6.9702,8.54112
Hemiscylliidae,,,,,this study,,,Hemiscyllium trispeculare,,trispeculare,,reef-associated,79,,25,oviparous,stationary,,,,Orectolobiformes,Hemiscyllium,6.4938,6.4938,6.4938
Triakidae,,,,,this study,,,Hemitriakis abdita,,abdita,,bathydemersal,80,,313,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hemitriakis,8.38355,8.38355,9.697244927536232
Triakidae,,,,,this study,,,Hemitriakis complicofasciata,,complicofasciata,,benthopelagic,95.5,,95,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hemitriakis,8.38355,8.38355,9.697244927536232
Triakidae,,,,,this study,,,Hemitriakis falcata,,falcata,,demersal,77.3,,155,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hemitriakis,10.784,10.784,10.784
Triakidae,,,,,this study,,,Hemitriakis indroyonoi,,indroyonoi,,demersal,120,,60,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hemitriakis,8.38355,8.38355,9.697244927536232
Triakidae,,,,,this study,,,Hemitriakis japanica,,japanica,,demersal,120,,50.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hemitriakis,5.9831,5.9831,5.9831
Triakidae,,,,,this study,,,Hemitriakis leucoperiptera,,leucoperiptera,,demersal,96,,24.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hemitriakis,8.38355,8.38355,9.697244927536232
Heterodontidae,,,,,this study,,,Heterodontus francisci,,francisci,,demersal,122,,76,oviparous,stationary,,,,Heterodontiformes,Heterodontus,5.5965,5.5965,5.5965
Heterodontidae,,,,,this study,,,Heterodontus galeatus,,galeatus,,reef-associated,152,,46.5,oviparous,stationary,,,,Heterodontiformes,Heterodontus,4.9463,4.9463,4.9463
Heterodontidae,,,,,this study,,,Heterodontus japonicus,,japonicus,,demersal,120,,53,oviparous,stationary,,,,Heterodontiformes,Heterodontus,7.8484428571428575,7.8484428571428575,7.8484428571428575
Heterodontidae,,,,,this study,,,Heterodontus mexicanus,,mexicanus,,demersal,170,,25,oviparous,stationary,,,,Heterodontiformes,Heterodontus,6.7478,6.7478,6.7478
Heterodontidae,,,,,this study,,,Heterodontus omanensis,,omanensis,,demersal,56,,76,oviparous,stationary,,,,Heterodontiformes,Heterodontus,7.8484428571428575,7.8484428571428575,7.8484428571428575
Heterodontidae,,,,,this study,,,Heterodontus portusjacksoni,,portusjacksoni,,demersal,165,,137.5,oviparous,stationary,,,,Heterodontiformes,Heterodontus,10.685,10.685,10.685
Heterodontidae,,,,,this study,,,Heterodontus quoyi,,quoyi,,reef-associated,107,,21.5,oviparous,stationary,,,,Heterodontiformes,Heterodontus,7.5033,7.5033,7.5033
Heterodontidae,,,,,this study,,,Heterodontus ramalheira,,ramalheira,,demersal,64,,172.5,oviparous,stationary,,,,Heterodontiformes,Heterodontus,7.8484428571428575,7.8484428571428575,7.8484428571428575
Heterodontidae,,,,,this study,,,Heterodontus zebra,,zebra,,reef-associated,125,,100,oviparous,stationary,,,,Heterodontiformes,Heterodontus,8.7752,8.7752,8.7752
Hexanchidae,,,,,this study,,,Hexanchus griseus,,griseus,,bathydemersal,550,,1245,yolk-sac viviparity,ram,,,,Hexanchiformes,Hexanchus,7.4946,7.4946,7.4946
Hexanchidae,,,,,this study,,,Hexanchus nakamurai,,nakamurai,,bathydemersal,180,,300,yolk-sac viviparity,ram,,,,Hexanchiformes,Hexanchus,10.609,10.609,10.609
Hexanchidae,,,,,this study,,,Hexanchus vitulus,,vitulus,,bathydemersal,180,,395.5,yolk-sac viviparity,ram,,,,Hexanchiformes,Hexanchus,9.0518,9.0518,9.693057142857143
Pentanchidae,,,,,this study,,,Holohalaelurus favus,,favus,,pelagic,51.5,,600,oviparous,stationary,,,,Carcharhiniformes,Holohalaelurus,6.75225,6.75225,15.2966675
Pentanchidae,,,,,this study,,,Holohalaelurus grennian,,grennian,,pelagic,27,,295.5,oviparous,stationary,,,,Carcharhiniformes,Holohalaelurus,6.75225,6.75225,15.2966675
Pentanchidae,,,,,this study,,,Holohalaelurus melanostigma,,melanostigma,,bathydemersal,38.40000153,,632.5,oviparous,stationary,,,,Carcharhiniformes,Holohalaelurus,6.75225,6.75225,15.2966675
Pentanchidae,,,,,this study,,,Holohalaelurus punctatus,,punctatus,,bathydemersal,35,,330,oviparous,stationary,,,,Carcharhiniformes,Holohalaelurus,6.6565,6.6565,6.6565
Pentanchidae,,,,,this study,,,Holohalaelurus regani,,regani,,bathydemersal,69,,545,oviparous,stationary,,,,Carcharhiniformes,Holohalaelurus,6.848,6.848,6.848
Triakidae,,,,,this study,,,Hypogaleus hyugaensis,,hyugaensis,,demersal,127,,135,yolk-sac viviparity,ram,,,,Carcharhiniformes,Hypogaleus,7.1291,7.1291,7.1291
Triakidae,,,,,this study,,,Iago garricki,,garricki,,bathydemersal,75,,362.5,placental viviparity,ram,,,,Carcharhiniformes,Iago,8.5392,8.5392,8.5392
Triakidae,,,,,this study,,,Iago omanensis,,omanensis,,bathydemersal,37,,1152.5,placental viviparity,ram,,,,Carcharhiniformes,Iago,8.5392,8.5392,9.697244927536232
Dalatiidae,,,,,this study,,,Isistius brasiliensis,,brasiliensis,,bathypelagic,42,,1850,yolk-sac viviparity,ram,,,,Squaliformes,Isistius,15.604,15.604,15.604
Dalatiidae,,,,,this study,,,Isistius plutodus,,plutodus,,benthopelagic,42.3,,1045,yolk-sac viviparity,ram,,,,Squaliformes,Isistius,15.604,15.604,14.63368
Carcharhinidae,,,,,this study,,,Isogomphodon oxyrhynchus,,oxyrhynchus,,demersal,160,,22,placental viviparity,ram,,,,Carcharhiniformes,Isogomphodon,9.81085390070922,,9.81085390070922
Lamnidae,,,,,this study,,,Isurus oxyrinchus,,oxyrinchus,,pelagic,445,,375,oophagy,ram,,,,Lamniformes,Isurus,13.922,13.922,13.922
Lamnidae,,,,,this study,,,Isurus paucus,,paucus,,pelagic,427,,876,oophagy,ram,,,,Lamniformes,Isurus,10.319,10.319,10.319
Carcharhinidae,,,,,this study,,,Lamiopsis temminckii,,temminckii,,demersal,168,,42.5,placental viviparity,ram,,,,Carcharhiniformes,Lamiopsis,9.81085390070922,,9.81085390070922
Carcharhinidae,,,,,this study,,,Lamiopsis tephrodes,,tephrodes,,demersal,145,,42.5,placental viviparity,ram,,,,Carcharhiniformes,Lamiopsis,9.81085390070922,,9.81085390070922
Lamnidae,,,,,this study,,,Lamna ditropis,,ditropis,,pelagic,305,,325,oophagy,ram,,,,Lamniformes,Lamna,6.2338,6.2338,11.586459919028341
Lamnidae,,,,,this study,,,Lamna nasus,,nasus,,pelagic,365,,904.5,oophagy,ram,,,,Lamniformes,Lamna,6.2338,6.2338,6.2338
Leptochariidae,,,,,this study,,,Leptocharias smithii,,smithii,,demersal,82,,42.5,placental viviparity,stationary,,,,Carcharhiniformes,Leptocharias,19.152,19.152,19.152
Carcharhinidae,,,,,this study,,,Loxodon macrorhinus,,macrorhinus,,demersal,98,,53.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Loxodon,11.559,11.559,11.559
Megachasmidae,,,,,this study,,,Megachasma pelagios,,pelagios,,pelagic,549,,302.5,oophagy,ram,,,,Lamniformes,Megachasma,5.3356,5.3356,5.3356
Mitsukurinidae,,,,,this study,,,Mitsukurina owstoni,,owstoni,,bathydemersal,617,,665,oophagy,ram,,,,Lamniformes,Mitsukurina,6.6086,6.6086,6.6086
Triakidae,,,,,this study,,,Mustelus albipinnis,,albipinnis,,benthopelagic,109,,155.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Triakidae,,,,,this study,,,Mustelus andamanensis,,andamanensis,,benthopelagic,104,,75,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Triakidae,,,,,this study,,,Mustelus antarcticus,,antarcticus,,demersal,157,,201.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,16.442,16.442,16.442
Triakidae,,,,,this study,,,Mustelus asterias,,asterias,,demersal,140,,99.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,6.9015,6.9015,6.9015
Triakidae,,,,,this study,,,Mustelus californicus,,californicus,,demersal,116,,100,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,6.1316,6.1316,6.1316
Triakidae,,,,,this study,,,Mustelus canis,,canis,,demersal,150,,400,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,8.0434,8.0434,8.0434
Triakidae,,,,,this study,,,Mustelus dorsalis,,dorsalis,,demersal,66,,110,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,7.4479,7.4479,7.4479
Triakidae,,,,,this study,,,Mustelus fasciatus,,fasciatus,,demersal,150,,125.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,7.3961,7.3961,7.3961
Triakidae,,,,,this study,,,Mustelus griseus,,griseus,,demersal,87,,152.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,6.3513,6.3513,6.3513
Triakidae,,,,,this study,,,Mustelus henlei,,henlei,,demersal,100,,140.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,5.3593,5.3593,5.3593
Triakidae,,,,,this study,,,Mustelus higmani,,higmani,,demersal,77.40000153,,450.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Triakidae,,,,,this study,,,Mustelus lenticulatus,,lenticulatus,,demersal,151,,110.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,5.8063,5.8063,5.8063
Triakidae,,,,,this study,,,Mustelus lunulatus,,lunulatus,,demersal,175,,104.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,11.937,11.937,11.937
Triakidae,,,,,this study,,,Mustelus manazo,,manazo,,demersal,220,,180,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,6.4592,6.4592,6.4592
Triakidae,,,,,this study,,,Mustelus mento,,mento,,demersal,130,,33,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.7828,9.7828,9.7828
Triakidae,,,,,this study,,,Mustelus minicanis,,minicanis,,benthopelagic,47.79999924,,127,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Triakidae,,,,,this study,,,Mustelus mosis,,mosis,,demersal,150,,135,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,5.461,5.461,5.461
Triakidae,,,,,this study,,,Mustelus mustelus,,mustelus,,demersal,174.5,,400,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,11.068,11.068,11.068
Triakidae,,,,,this study,,,Mustelus norrisi,,norrisi,,demersal,110,,50.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,8.8886,8.8886,8.8886
Triakidae,,,,,this study,,,Mustelus palumbes,,palumbes,,demersal,120,,221.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,7.2205,7.2205,7.2205
Triakidae,,,,,this study,,,Mustelus punctulatus,,punctulatus,,demersal,190,,150,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,5.4161,5.4161,5.4161
Triakidae,,,,,this study,,,Mustelus ravidus,,ravidus,,benthopelagic,68.30000305,,203,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Triakidae,,,,,this study,,,Mustelus schmitti,,schmitti,,demersal,108.5,,98.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,6.6001,6.6001,6.6001
Triakidae,,,,,this study,,,Mustelus sinusmexicanus,,sinusmexicanus,,pelagic,83,,135,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.4027,9.4027,9.4027
Triakidae,,,,,this study,,,Mustelus stevensi,,stevensi,,benthopelagic,128.3000031,,402,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,10.731,10.731,10.731
Triakidae,,,,,this study,,,Mustelus walkeri,,walkeri,,demersal,111.6,,227.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,4.9951,4.9951,4.9951
Triakidae,,,,,this study,,,Mustelus whitneyi,,whitneyi,,demersal,87,,113.5,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Triakidae,,,,,this study,,,Mustelus widodoi,,widodoi,,benthopelagic,109.5,,90,yolk-sac viviparity,ram,,,,Carcharhiniformes,Mustelus,9.831780555555556,9.831780555555556,9.697244927536232
Carcharhinidae,,,,,this study,,,Nasolamia velox,,velox,,demersal,165,,96,placental viviparity,ram,,,,Carcharhiniformes,Nasolamia,7.9069,7.9069,7.9069
Ginglymostomatidae,,,,,this study,,,Nebrius ferrugineus,,ferrugineus,,reef-associated,320,,35,yolk-sac viviparity,ram,,,,Orectolobiformes,Nebrius,47.669,47.669,47.669
Carcharhinidae,,,,,this study,,,Negaprion acutidens,,acutidens,,reef-associated,310,,45,placental viviparity,ram,,,,Carcharhiniformes,Negaprion,4.7028,4.7028,4.7028
Hexanchidae,,,,,this study,,,Notorynchus cepedianus,,cepedianus,,demersal,296,,285,yolk-sac viviparity,ram,,,,Hexanchiformes,Notorynchus,8.1187,8.1187,8.1187
