scientific_name,f,f_mort,percent_diff,abs_diff,f_max,f_fmsy,family,threat,sp_count_threat,total_sp_count,sp_threat_pct,mean_mort_reduction,sd_mort_reduction,se_mort_reduction,mean_abs_mort_reduction,sd_abs_mort_reduction,se_abs_mort_reduction,mean_f_fmsy,sd_f_fmsy,se_f_fmsy,sp_threat,status,sp_count
Carcharhinus leucas,0.1015901336867488,0.05365286685074665,47.18693154181269,0.04793726683600215,0.19235794596403505,1.8934707434992362,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus limbatus,0.07862152974097482,0.05967156351216318,24.10276967548696,0.018949966228811642,0.10358945827774414,1.3175711362908893,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus longimanus,0.11769573577257444,0.04847033364480183,58.8172559297629,0.06922540212777262,0.28578895950168975,2.428201477527825,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus melanopterus,0.07908848706977871,0.045507455274224215,42.46007609922592,0.033581031795554495,0.13744975958981892,1.737923744432598,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus obscurus,0.0531466275,0.028649310752281422,46.09383116119377,0.02449731674771858,0.09859099365588851,1.8550752567674875,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus plumbeus,0.07927586069537818,0.03477872622085926,56.129487695506185,0.04449713447451892,0.18070420546982685,2.279435428196644,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus porosus,0.0926287246945725,0.02117871479427734,77.13591020052306,0.07145000990029517,0.40512754064100803,4.373670715826514,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus signatus,0.05517778625,0.026085294828225757,52.7250065632603,0.029092491421774242,0.1167166449717974,2.1152832127584205,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus sorrah,0.17057887927395027,0.128004834495773,24.95856753156598,0.04257404477817728,0.22731293055433585,1.3325971628015594,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharhinus tilstoni,0.17985470525155076,0.09489811598045109,47.236233910186876,0.08495658927109967,0.3408678314307715,1.8952399991650062,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Carcharias taurus,0.02610649776317006,0.01971354438664349,24.487977799708844,0.00639295337652657,0.034572637578058923,1.324292438292222,Odontaspididae,threatened,2,3,0.6666666666666666,39.698047784291646,17.56307599998385,8.781537999991926,0.017717928542784783,0.013076954921610012,0.006538477460805006,1.7709932560410695,0.5158056747490459,0.25790283737452296,<0.75,Corrected,NA
Carcharodon carcharias,0.09315814152183474,0.04200675946373096,54.90811776887449,0.05115138205810378,0.2065962583782555,2.217694073789919,Lamnidae,threatened,4,5,0.8,52.58808227788441,3.8320354993946752,1.211796025270796,0.03631142546194141,0.01122311747535841,0.003549061366977124,2.1208685438082564,0.16096116726069584,0.05090039033831244,>0.75,Corrected,NA
Centrophorus granulosus,0.0296279175,0.010531539554550022,64.45399999999994,0.01909637794544998,0.08335091852810428,2.81325606256681,Centrophoridae,threatened,11,13,0.8461538461538461,73.76390930232563,8.036560628900151,2.541383614135969,0.030678490318202013,0.013362736234221016,0.004225668227219965,4.12507047355757,1.13901139772863,0.36018702977144074,>0.75,Corrected,NA
Centrophorus harrissoni,0.06085329641137688,0.011862437335951626,80.50650000000022,0.048990859075425254,0.3121722441397263,5.129915099905152,Centrophoridae,threatened,11,13,0.8461538461538461,73.76390930232563,8.036560628900151,2.541383614135969,0.030678490318202013,0.013362736234221016,0.004225668227219965,4.12507047355757,1.13901139772863,0.36018702977144074,>0.75,Corrected,NA
Centrophorus squamosus,0.0347101005,0.01233805232373001,64.45399999999997,0.02237204817626999,0.09764840066392834,2.813256062566812,Centrophoridae,threatened,11,13,0.8461538461538461,73.76390930232563,8.036560628900151,2.541383614135969,0.030678490318202013,0.013362736234221016,0.004225668227219965,4.12507047355757,1.13901139772863,0.36018702977144074,>0.75,Corrected,NA
Centrophorus uyato,0.05335154601158458,0.010400083621768204,80.50650000000007,0.042951462389816376,0.27368890148811026,5.129915099905115,Centrophoridae,threatened,11,13,0.8461538461538461,73.76390930232563,8.036560628900151,2.541383614135969,0.030678490318202013,0.013362736234221016,0.004225668227219965,4.12507047355757,1.13901139772863,0.36018702977144074,>0.75,Corrected,NA
Centroscymnus coelolepis,0.04975538205702069,0.010499108802724066,78.89854651162787,0.03925627325429662,0.2357912552537586,4.7390100428439474,Somniosidae,threatened,5,16,0.3125,79.91192371643642,0.7888849162805863,0.3220609184442771,0.04907919902755993,0.012565681771218298,0.005129918101612797,4.984332175352872,0.19112848686026757,0.07802787801964915,<0.50,Corrected,NA
Centroscymnus owstonii,0.05317606138019395,0.010365875525148028,80.50650000000016,0.042810185855045924,0.2727886802277394,5.129915099905138,Somniosidae,threatened,5,16,0.3125,79.91192371643642,0.7888849162805863,0.3220609184442771,0.04907919902755993,0.012565681771218298,0.005129918101612797,4.984332175352872,0.19112848686026757,0.07802787801964915,<0.50,Corrected,NA
Dalatias licha,0.13143380775,0.04733588586116241,63.985000000000056,0.08409792188883758,0.36494185131195395,2.7766208524226066,Dalatiidae,threatened,1,4,0.25,63.514056639159946,0.543798552308209,0.2718992761541045,0.05446367593486631,0.034218679757513776,0.017109339878756888,2.7412382411689498,0.0408563202638613,0.02042816013193065,<0.50,Corrected,NA
Deania profundorum,0.02532582016717329,0.005344116163124824,78.89854651162793,0.019981704004048466,0.12001931611549439,4.7390100428439625,Centrophoridae,threatened,11,13,0.8461538461538461,73.76390930232563,8.036560628900151,2.541383614135969,0.030678490318202013,0.013362736234221016,0.004225668227219965,4.12507047355757,1.13901139772863,0.36018702977144074,>0.75,Corrected,NA
Etmopterus pusillus,0.04076096491588672,0.014584477051728868,64.21949999999994,0.026176487864157848,0.11391949502071422,2.794818406674022,Etmopteridae,threatened,2,28,0.07142857142857142,64.21949999999994,0,0,0.026176487864157848,0,0,2.794818406674022,0,0,<0.25,Corrected,NA
Galeocerdo cuvier,0.15718193569786149,0.054407944028533564,65.38537091621158,0.10277399166932792,0.45409105877571526,2.888951944507026,Carcharhinidae,threatened,35,52,0.6730769230769231,48.63682081989183,12.499064633591262,1.6702577683586313,0.05080474368218335,0.03951421317719093,0.005280308843464166,2.0819633617656144,0.6165474639089676,0.08238962045113317,<0.75,Corrected,NA
Galeorhinus galeus,0.09532930062829714,0.034414449502619106,63.89939999999993,0.060914851125678036,0.2640656959393942,2.7700370630958986,Triakidae,threatened,20,41,0.4878048780487805,56.095776727374414,10.398154750286459,3.0016887220766364,0.06809933071678513,0.03008439817478441,0.008684617692309833,2.4196394512298096,0.6715853134844874,0.193869980762034,<0.50,Corrected,NA
Galeus melastomus,0.14126944125000002,0.029809905438651897,78.89854651162791,0.11145953581134813,0.6694773008307046,4.739010042843958,Pentanchidae,threatened,7,22,0.3181818181818182,78.89854651162791,0,0,0.11145953581134813,0,0,4.739010042843958,0,0,<0.50,Corrected,NA
Ginglymostoma cirratum,0.05413756275,0.019497643224412543,63.984999999999914,0.034639919525587454,0.15031948563098674,2.776620852422595,Ginglymostomatidae,threatened,4,4,1,67.81999999999992,5.423509011700831,3.8350000000000075,0.0362704296553454,0.0023058895390904066,0.001630510129757949,3.152289964048655,0.5312763526262259,0.3756691116260597,>0.75,Corrected,NA
Heptranchias perlo,0.04139485851165921,0.018202500704366714,56.0271459818136,0.023192357807292494,0.09413730228776832,2.2741303068170593,Hexanchidae,threatened,1,5,0.2,59.47527753143356,4.738690015983477,1.6753799221214527,0.045588444442384475,0.025003047580435218,0.00883991224722782,2.500776258453518,0.32455688632115604,0.11474818759924042,<0.25,Corrected,NA
Hexanchus griseus,0.12314403825,0.04091826238663316,66.77203138038787,0.08222577586336685,0.37060357092463597,3.0095128939352933,Hexanchidae,threatened,1,5,0.2,59.47527753143356,4.738690015983477,1.6753799221214527,0.045588444442384475,0.025003047580435218,0.00883991224722782,2.500776258453518,0.32455688632115604,0.11474818759924042,<0.25,Corrected,NA
Hexanchus nakamurai,0.04629853506697751,0.018847701769915234,59.290932763532766,0.027450833297062275,0.11373027733119669,2.45645520245229,Hexanchidae,threatened,1,5,0.2,59.47527753143356,4.738690015983477,1.6753799221214527,0.045588444442384475,0.025003047580435218,0.00883991224722782,2.500776258453518,0.32455688632115604,0.11474818759924042,<0.25,Corrected,NA
