family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,habitat_associated,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,superorder,order,parity_mode,trophic_mode,vertebrate_reproductive_category,reference
Carcharhinidae,other,mono,Hawaii,USA,Gilman et al (2022),Sharks,47,0.02127659574468085,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,other,mono,Hawaii,USA,Gilman et al (2022),Sharks,1,0,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Hawaii,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,other,mono,Hawaii,USA,Gilman et al (2022),Batoids,3,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Alopiidae,other,wire,Hawaii,USA,Gilman et al (2022),Sharks,2,0.5,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,wire,Hawaii,USA,Gilman et al (2022),Sharks,200,0.045,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,wire,Hawaii,USA,Gilman et al (2022),Sharks,3,0,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,other,wire,Hawaii,USA,Gilman et al (2022),Batoids,8,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Somniosidae,other,wire,Hawaii,USA,Gilman et al (2022),Sharks,1,1,Scymnodon ichiharai,longline,bathypelagic,151.1,640,lecithotrophic viviparity,stationary,at-vessel mortality,,Scymnodon,3.9064,,,,,,
Carcharhinidae,j,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,267,0.02621722846441947,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,3,0.3333333333333333,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1,0,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1,1,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,2,0,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,488,0.03483606557377049,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,8,0,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,2,0,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1,0,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1,1,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1,0,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,wire,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,2,0,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,783,0.0983397190293742,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,mono,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,3,0.3333333333333333,Lamna ditropis,longline,pelagic-oceanic,305,325,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,mono,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,6,0.3333333333333333,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1,1,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,1815,0.10798898071625344,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,North Pacific Ocean,Japan,Gilman et al (2022),Sharks,5,0.6,Lamna ditropis,longline,pelagic-oceanic,305,325,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,24958,0.1329834121323824,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,other,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,1613,0.36577805331680097,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,41,0.902439024390244,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,24,0.5,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,42,0.8333333333333334,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Batoids,124,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Lamnidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,62,0.9516129032258064,Lamna nasus,longline,pelagic-oceanic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Pseudocarchariidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,6,0.3333333333333333,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Mobulidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Batoids,7,0,Mobula birostris,longline,reef-associated,700,500,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.353,,,,,,
Mobulidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Batoids,15,0,Mobula mobular,longline,pelagic-neritic,520,350,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.613,,,,,,
Lamnidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,13,0.8461538461538461,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,j,wire,Atlantic Ocean,Portugal,Gilman et al (2022),Sharks,1,1,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Indian Ocean,Portugal,Gilman et al (2022),Sharks,767,0.22033898305084745,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,other,Indian Ocean,Portugal,Gilman et al (2022),Sharks,10,0.4,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Indian Ocean,Portugal,Gilman et al (2022),Sharks,8,0,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,j,other,Indian Ocean,Portugal,Gilman et al (2022),Batoids,25,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Lamnidae,j,wire,Indian Ocean,Portugal,Gilman et al (2022),Sharks,2,0,Lamna nasus,longline,pelagic-oceanic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Pseudocarchariidae,j,wire,Indian Ocean,Portugal,Gilman et al (2022),Sharks,1,0,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,other,Indian Ocean,Portugal,Gilman et al (2022),Sharks,26,0,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,j,wire,Indian Ocean,Portugal,Gilman et al (2022),Sharks,4,1,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,Northeast Atlantic Ocean,USA,Gilman et al (2022),Sharks,26,0.07692307692307693,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Northeast Atlantic Ocean,USA,Gilman et al (2022),Sharks,36,0.2222222222222222,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,52,0.8461538461538461,Carcharhinus signatus,longline,benthopelagic,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,34,0.14705882352941177,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,32,0.71875,Carcharhinus signatus,longline,benthopelagic,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,29,0.1724137931034483,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,34,0.9705882352941176,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Pseudocarchariidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,17,0.8823529411764706,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,11,0.7272727272727273,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,4,0.75,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,2,0.5,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,c,mono,South Atlantic,Brazil,Gilman et al (2022),Batoids,20,1,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Carcharhinidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,35,0.11428571428571428,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Pseudocarchariidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,8,0.25,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,9,0.6666666666666666,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,2,0.5,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,2,0.5,Sphyrna lewini,longline,pelagic-oceanic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Batoids,155,0.01935483870967742,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,25,1,Carcharhinus signatus,longline,benthopelagic,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,22,0.2727272727272727,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,9,0.2222222222222222,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,9,0.2222222222222222,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,3,0.3333333333333333,Sphyrna lewini,longline,pelagic-oceanic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,7,0.2857142857142857,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,6,0.16666666666666666,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Lamnidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0.2,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Ginglymostomatidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0,Ginglymostoma cirratum,longline,reef-associated,308,65,lecithotrophic viviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Ginglymostomatidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0,Ginglymostoma cirratum,longline,reef-associated,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Ginglymostomatidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0,Ginglymostoma cirratum,longline,reef-associated,308,65,lecithotrophic oviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,,,,,,
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,8,1,Carcharhinus signatus,longline,benthopelagic,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
