scientific_name,f,f_mort,percent_diff,abs_diff,f_max,f_fmsy,family,threat,sp_count_threat,total_sp_count,sp_threat_pct,mean_mort_reduction,sd_mort_reduction,se_mort_reduction,mean_abs_mort_reduction,sd_abs_mort_reduction,se_abs_mort_reduction,mean_f_fmsy,sd_f_fmsy,se_f_fmsy,sp_threat
Carcharhinus fitzroyensis,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,0.12503876662068603,1.9687864848965004,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus galapagensis,0.11689088037793594,0.058488030187751436,49.96356431002507,0.0584028501901845,0.23361152481401798,1.9985436336752407,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus hemiodon,0.06351057749528352,0.02920965127467426,54.00821024365043,0.03430092622060926,0.13809111981017294,2.174301120477577,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus humani,0.06351057749528352,0.0322587431306053,49.2072904973964,0.031251834364678224,0.12503876662068603,1.9687864848965004,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus isodon,0.064287371625,0.021162082075811953,67.08205431191953,0.04312528954918805,0.19529581898629345,3.0378566435331913,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus leiodon,0.07908848706977871,0.040171185487356806,49.207290497396535,0.038917301582421904,0.15570834445389234,1.9687864848965053,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus leucas,0.1015901336867488,0.049495095286418406,51.279623827412635,0.05209503840033039,0.20851672681441388,2.052529308184308,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus limbatus,0.07862152974097482,0.05148571884211691,34.5144783982951,0.027135810898857908,0.12005940827526052,1.5270551040002178,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus longimanus,0.11769573577257444,0.04847033364480183,58.8172559297629,0.06922540212777262,0.28578895950168975,2.428201477527825,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus macloti,0.07908848706977871,0.04675042259834584,40.88846009015374,0.03233806447143287,0.13379534214537503,1.6917170514000248,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus melanopterus,0.07908848706977871,0.045507455274224215,42.46007609922592,0.033581031795554495,0.13744975958981892,1.737923744432598,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus obscurus,0.0531466275,0.026308198260678494,50.49883784125626,0.026838429239321508,0.10736440354585158,2.0201545911046113,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus plumbeus,0.07927586069537818,0.033024234625367514,58.34263502699146,0.04625162607001066,0.19030454937978952,2.400535897188744,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus porosus,0.0926287246945725,0.02117871479427734,77.13591020052306,0.07145000990029517,0.40512754064100803,4.373670715826514,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus sealei,0.05447083000691234,0.031664750276407715,41.8684270601541,0.022806079730504622,0.09370265976335843,1.7202355784089867,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus signatus,0.05517778625,0.024513764886438024,55.57312724477411,0.030664021363561975,0.1241991228012093,2.2508899186075864,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus sorrah,0.17057887927395027,0.10961406200986318,35.73995650784959,0.06096481726408709,0.2654509240952927,1.5561769735218953,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus tilstoni,0.17985470525155076,0.08805977477790677,51.03838142308067,0.09179493047364398,0.36733815277980797,2.042416139550181,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharhinus tjutjot,0.05447083000691234,0.031664750276407715,41.8684270601541,0.022806079730504622,0.09370265976335843,1.7202355784089867,Carcharhinidae,threatened,35,52,0.6730769230769231,50.28540740384367,9.030627512776958,0.9216845609767802,0.04905486250062575,0.03512308490387169,0.0035847348419556836,2.0936687831768683,0.486680994542112,0.04967167100576747,<0.75
Carcharias taurus,0.02610649776317006,0.016951970952094088,35.06608544019563,0.009154526811075973,0.04020471881319566,1.5400272827830153,Odontaspididae,threatened,2,3,0.6666666666666666,48.667116396961255,10.547192549698186,4.305873327607477,0.022610743005173135,0.010426500872535957,0.004256601156732781,2.0106172211299986,0.3653901253779438,0.14916989403792213,<0.75
Carcharodon carcharias,0.09315814152183474,0.04200675946373096,54.90811776887449,0.05115138205810378,0.2065962583782555,2.217694073789919,Lamnidae,threatened,4,5,0.8,53.89408283846557,2.0023013453074943,0.6331832813190981,0.03738095583170548,0.011611951034662327,0.0036720213347881774,2.1724851106472105,0.09128521321438021,0.028866919045154187,>0.75
Centrophorus atromarginatus,0.05335154601158458,0.019388843040517828,63.658329533116444,0.03396270297106675,0.1468054311377935,2.7516621749989523,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus granulosus,0.0296279175,0.010531539554550022,64.45399999999994,0.01909637794544998,0.08335091852810428,2.81325606256681,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus harrissoni,0.06085329641137688,0.011862437335951626,80.50650000000022,0.048990859075425254,0.3121722441397263,5.129915099905152,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus isodon,0.04057274818244219,0.014612275257906475,63.985000000000205,0.025960472924535717,0.11265513864346084,2.7766208524226172,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus moluccensis,0.05335154601158458,0.010400083621768204,80.50650000000007,0.042951462389816376,0.27368890148811026,5.129915099905115,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus squamosus,0.0347101005,0.01233805232373001,64.45399999999997,0.02237204817626999,0.09764840066392834,2.813256062566812,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus tessellatus,0.05335154601158458,0.027876182791052882,47.750000000000114,0.025475363220531698,0.10210822203174105,1.9138755980861286,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centrophorus uyato,0.05335154601158458,0.010400083621768204,80.50650000000007,0.042951462389816376,0.27368890148811026,5.129915099905115,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Centroscyllium excelsum,0.05335154601158458,0.011257951666961929,78.89854651162796,0.04209359434462265,0.25283351235015133,4.739010042843967,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Centroscyllium fabricii,0.05427108595755044,0.019291200214470904,64.45399999999995,0.03497988574307953,0.1526784615921633,2.8132560625668113,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Centroscyllium granulatum,0.05427108595755044,0.01612309952829847,70.29154798761613,0.03814798642925197,0.1826789424603063,3.366045459329733,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Centroscyllium kamoharai,0.07062541212647888,0.014902988490839987,78.89854651162798,0.055722423635638896,0.3346945373473781,4.739010042843975,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Centroscyllium nigrum,0.11300190167509323,0.02384504372294586,78.89854651162781,0.08915685795214737,0.5355171468987298,4.739010042843935,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Centroscyllium ritteri,0.08050563813543204,0.015693366569930447,80.50649999999999,0.0648122715655016,0.41298708869844825,5.129915099905094,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Centroscymnus coelolepis,0.04975538205702069,0.010499108802724066,78.89854651162787,0.03925627325429662,0.2357912552537586,4.7390100428439474,Somniosidae,threatened,5,16,0.3125,74.87211166800101,6.994929756266878,1.491324034893274,0.0506986126734484,0.01504169122837029,0.003206899345088448,4.234765737303604,0.9660484328140477,0.20596221791016978,<0.50
Centroscymnus macracanthus,0.05317606138019395,0.019151358506076833,63.985000000000035,0.034024702874117116,0.14764976087795087,2.776620852422605,Somniosidae,threatened,5,16,0.3125,74.87211166800101,6.994929756266878,1.491324034893274,0.0506986126734484,0.01504169122837029,0.003206899345088448,4.234765737303604,0.9660484328140477,0.20596221791016978,<0.50
Centroscymnus owstonii,0.05317606138019395,0.010365875525148028,80.50650000000016,0.042810185855045924,0.2727886802277394,5.129915099905138,Somniosidae,threatened,5,16,0.3125,74.87211166800101,6.994929756266878,1.491324034893274,0.0506986126734484,0.01504169122837029,0.003206899345088448,4.234765737303604,0.9660484328140477,0.20596221791016978,<0.50
Cephaloscyllium fasciatum,0.05317606138019395,0.013858976815903645,73.9375642795057,0.039317084564290304,0.20403335264009392,3.8369399189103643,Scyliorhinidae,threatened,3,18,0.16666666666666666,66.38058730343248,11.025110691635168,2.1622020983141605,0.05726314152701535,0.03411048775075919,0.0066896170253572616,3.3984709988786785,1.4901955475885564,0.2922513913931975,<0.25
Cephaloscyllium isabellum,0.05317606138019395,0.017474571591643694,67.13827399380823,0.035701489788550256,0.1618176153321179,3.0430537939838613,Scyliorhinidae,threatened,3,18,0.16666666666666666,66.38058730343248,11.025110691635168,2.1622020983141605,0.05726314152701535,0.03411048775075919,0.0066896170253572616,3.3984709988786785,1.4901955475885564,0.2922513913931975,<0.25
Cephaloscyllium sarawakensis,0.05317606138019395,0.019498779482038913,63.331659066232646,0.03367728189815504,0.14501900011305086,2.7271482006951513,Scyliorhinidae,threatened,3,18,0.16666666666666666,66.38058730343248,11.025110691635168,2.1622020983141605,0.05726314152701535,0.03411048775075919,0.0066896170253572616,3.3984709988786785,1.4901955475885564,0.2922513913931975,<0.25
Cephaloscyllium sufflans,0.05317606138019395,0.019151358506076833,63.985000000000035,0.034024702874117116,0.14764976087795087,2.776620852422605,Scyliorhinidae,threatened,3,18,0.16666666666666666,66.38058730343248,11.025110691635168,2.1622020983141605,0.05726314152701535,0.03411048775075919,0.0066896170253572616,3.3984709988786785,1.4901955475885564,0.2922513913931975,<0.25
Cephaloscyllium umbratile,0.05317606138019395,0.01191044634369689,77.60186438303407,0.04126561503649706,0.23741289136545204,4.464657313899507,Scyliorhinidae,threatened,3,18,0.16666666666666666,66.38058730343248,11.025110691635168,2.1622020983141605,0.05726314152701535,0.03411048775075919,0.0066896170253572616,3.3984709988786785,1.4901955475885564,0.2922513913931975,<0.25
Chiloscyllium burmensis,0.05968235187517175,0.02718998888346903,54.44216249999986,0.03249236299170272,0.13100347854564334,2.1950119998562196,Hemiscylliidae,threatened,1,2,0.5,54.44216249999987,1.2972676148241318e-14,6.486338074120659e-15,0.028383959260300684,0.004743976000529251,0.0023719880002646253,2.19501199985622,8.107922592650824e-16,4.053961296325412e-16,<0.75
Chiloscyllium punctatum,0.04458962394981777,0.020314068420919113,54.44216249999988,0.024275555528898655,0.09787475963892635,2.195011999856221,Hemiscylliidae,threatened,1,2,0.5,54.44216249999987,1.2972676148241318e-14,6.486338074120659e-15,0.028383959260300684,0.004743976000529251,0.0023719880002646253,2.19501199985622,8.107922592650824e-16,4.053961296325412e-16,<0.75
Cirrhigaleus asper,0.035839053295044,0.018725905346660597,47.7499999999997,0.017113147948383402,0.06859148955989243,1.9138755980861135,Squalidae,threatened,9,32,0.28125,62.5696275447229,13.365759894954637,2.014964118615661,0.029466095766209368,0.015338927975631205,0.0023124303991570194,3.1875621795976272,1.6029138869458914,0.24164836064771256,<0.50
Cirrhigaleus australis,0.05317606138019395,0.015523807779911324,70.80677399380815,0.037652253600282626,0.18215205599037038,3.4254521915046356,Squalidae,threatened,9,32,0.28125,62.5696275447229,13.365759894954637,2.014964118615661,0.029466095766209368,0.015338927975631205,0.0023124303991570194,3.1875621795976272,1.6029138869458914,0.24164836064771256,<0.50
Cirrhigaleus barbifer,0.05284252581573869,0.02761021973872346,47.750000000000014,0.025232306077015234,0.10113402069997839,1.9138755980861248,Squalidae,threatened,9,32,0.28125,62.5696275447229,13.365759894954637,2.014964118615661,0.029466095766209368,0.015338927975631205,0.0023124303991570194,3.1875621795976272,1.6029138869458914,0.24164836064771256,<0.50
Dalatias licha,0.13143380775,0.04733588586116241,63.985000000000056,0.08409792188883758,0.36494185131195395,2.7766208524226066,Dalatiidae,threatened,1,4,0.25,63.83526152313949,0.5113195997329233,0.18077877816237062,0.05292835803967216,0.022464833183126313,0.007942517941006593,2.765602796190287,0.038673145291778774,0.013673021642814686,<0.50
Deania profundorum,0.02532582016717329,0.005344116163124824,78.89854651162793,0.019981704004048466,0.12001931611549439,4.7390100428439625,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Deania quadrispinosa,0.08050563813543204,0.015693366569930447,80.50649999999999,0.0648122715655016,0.41298708869844825,5.129915099905094,Centrophoridae,threatened,11,13,0.8461538461538461,70.5225876044745,11.0070554515903,2.4612524221865555,0.03465547246624622,0.014586322023390066,0.0032616007586002463,3.832734119310576,1.2813163813810022,0.2865110529451967,>0.75
Echinorhinus brucus,0.08050563813543204,0.015693366569930447,80.50649999999999,0.0648122715655016,0.41298708869844825,5.129915099905094,Echinorhinidae,threatened,1,2,0.5,80.5065000000001,1.3971999809572467e-13,6.985999904786234e-14,0.04640335643608562,0.021256784210914575,0.010628392105457287,5.129915099905125,3.53862291042832e-14,1.76931145521416e-14,<0.75
Echinorhinus cookei,0.0347728957372008,0.006778454430531156,80.50650000000023,0.027994441306669643,0.178382002909694,5.129915099905156,Echinorhinidae,threatened,1,2,0.5,80.5065000000001,1.3971999809572467e-13,6.985999904786234e-14,0.04640335643608562,0.021256784210914575,0.010628392105457287,5.129915099905125,3.53862291042832e-14,1.76931145521416e-14,<0.75
Etmopterus bigelowi,0.05447083000691234,0.011764381438831606,78.40241935483871,0.04270644856808073,0.25220801765644046,4.630148239423473,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
Etmopterus burgessi,0.04076096491588672,0.01468006151445664,63.984999999999914,0.02608090340143008,0.11317774515031687,2.776620852422595,Etmopteridae,threatened,2,28,0.07142857142857142,68.1582037916012,8.087701810317112,1.1924665757106578,0.050592097671171433,0.013686623871717346,0.0020179825968023174,3.3842064980147546,0.9994189041715221,0.1473562782492329,<0.25
