scientific_name,common_name.x,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code,genus.x,species.x,f_bname.x,genus.y,species.y,f_bname.y,common_name.y
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.5,2,visual,1993,1993,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.556,9,visual,1993,1993,sporadic,ram,430,total_length,,521.5,,placental viviparity,,pelagic,Hueter and Manire (1994),,,,,,,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Rhinoptera bonasus,cownose ray,Rhinopteridae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,246,visual,1993,1993,sporadic,stationary,107,disk_width,,30,,histotrophy,,benthopelagic,Hueter and Manire (1994),,,,,,,Rhinoptera,bonasus,Cownose ray,Rhinoptera,bonasus,Cownose ray,cownose ray
Gymnura micrura,smooth butterfly ray,Gymnuridae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,2,visual,1993,1993,sporadic,stationary,120,disk_width,,27.5,,histotrophy,,demersal,Hueter and Manire (1994),,,,,,,Gymnura,micrura,Smooth butterfly ray,Gymnura,micrura,Smooth butterfly ray,smooth butterfly ray
Aetobatus narinari,spotted eagle ray,Aetobatidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,1,visual,1993,1993,sporadic,stationary,226,disk_width,,30,,histotrophy,,benthopelagic,Hueter and Manire (1994),,,,,,,,,,Aetobatus,narinari,Whitespotted eagle ray,whitespotted eagle ray
Hypanus americanus,southern stingray,Dasyatidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,5,visual,1993,1993,sporadic,stationary,200,disk_width,,26.5,,histotrophy,,reef-associated,Hueter and Manire (1994),,,,,,,Hypanus,americanus,Southern stingray,Hypanus,americanus,Southern stingray,southern stingray
Hypanus sabinus,atlantic stingray,Dasyatidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,11,visual,1993,1993,sporadic,stationary,61,disk_width,,13.5,,histotrophy,,demersal,Hueter and Manire (1994),,,,,,,Hypanus,sabinus,Atlantic stingray,Hypanus,sabinus,Atlantic stingray,atlantic stingray
Cephaloscyllium laticeps,draughtboard shark,Scyliorhinidae,,gillnet,,research,,,,Southern,,,Tasmania,coastal,post-release mortality,0,32,captivity after fishing,2011,2013,sporadic,stationary,150,total_length,,110.5,,oviparous,,demersal,Bell and Lyle (2016),Gillneting mimicking recreational gillnet fishing in coastal areas of Tasmania,,,,,,Cephaloscyllium,laticeps,Draughtboard shark,Cephaloscyllium,laticeps,Draughtboard shark,draughtboard shark
Rhizoprionodon terraenovae,atlantic sharpnose shark,Carcharhinidae,,pole and line,,research,,,,Atlantic,W,,Alabama,coastal,post-release mortality,0.1,10,satellite tag,1999,1999,sporadic,ram,178,total_length,,100.5,,placental viviparity,,demersal,Gurshin and Szedlmayer (2004),,,,,,,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,atlantic sharpnose shark
Negaprion brevirostris,lemon shark,Carcharhinidae,neonate,pole and line,,research,,,,Atlantic,W,,Bahamas,coastal,post-release mortality,0.125,32,visual,2010,2010,sporadic,ram,368,total_length,,60,,placental viviparity,,reef-associated,Danylchuk et al (2014),,,,,,,Negaprion,brevirostris,Lemon shark,Negaprion,brevirostris,Lemon shark,lemon shark
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,purse seine,,research,,,"Spain, France",Indian,,IOTC,,pelagic,post-release mortality,0.083,12,satellite tag,2018,2018,sporadic,ram,350,total_length,,541,,placental viviparity,,pelagic,Bach et al (2019),,,,,,,Carcharhinus,longimanus,Oceanic whitetip shark,Carcharhinus,longimanus,Oceanic whitetip shark,oceanic whitetip shark
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,,research,,,"Portugal, France",Indian,,IOTC,,pelagic,post-release mortality,0,3,satellite tag,2018,2018,sporadic,ram,350,total_length,,541,,placental viviparity,,pelagic,Bach et al (2019),,,,,,,Carcharhinus,longimanus,Oceanic whitetip shark,Carcharhinus,longimanus,Oceanic whitetip shark,oceanic whitetip shark
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,pole and line,,research,,,,Atlantic,W,,Texas,coastal,post-release mortality,0.5,2,satellite tag,2018,2021,sporadic,ram,610,total_length,,150,,placental viviparity,,pelagic,Binstock et al 2023,,,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,research,,,,Atlantic,W,,Gulf of Mexico,coastal,post-release mortality,0.08,25,satellite tag,2014,2019,sporadic,ram,430,total_length,,521.5,,placental viviparity,,pelagic,Whitney et al (2021),,,,,,,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,,research,,,,Atlantic,W,,Gulf of Mexico,coastal,post-release mortality,0.45,20,satellite tag,2014,2019,sporadic,ram,610,total_length,,150,,placental viviparity,,pelagic,Whitney et al (2021),,,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,research,,,,Atlantic,W,,Gulf of Mexico,coastal,at-vessel mortality,0.156,32,visual,2014,2019,sporadic,ram,430,total_length,,521.5,,placental viviparity,,pelagic,Whitney et al (2021),,,,,,,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,,research,,,,Atlantic,W,,Gulf of Mexico,coastal,at-vessel mortality,0.286,28,visual,2014,2019,sporadic,ram,610,total_length,,150,,placental viviparity,,pelagic,Whitney et al (2021),,,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,,research,,,"Brazil, Portugal, Spain, France, USA, Uruguay",Atlantic,"NW, NE",ICCAT,,pelagic,post-release mortality,0.228,35,satellite tag,2105,2018,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Miller et al (2020),,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Raja clavata,,Rajidae,,gillnet,,research,,,United Kingdom,Atlantic,NW,,Irish Sea,coastal,at-vessel mortality,0.006,528,visual,2021,2021,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Clarke et al (2024),,,,,,,,,,Raja,clavata,Thornback ray,thornback ray
Raja microocellata,,Rajidae,,gillnet,,research,,,United Kingdom,Atlantic,NW,,Irish Sea,coastal,at-vessel mortality,0,22,visual,2021,2021,sporadic,stationary,103,total_length,,56,,oviparous,13,demersal,Clarke et al (2024),,,,,,,,,,Raja,microocellata,Small-eyed ray,small-eyed ray
Raja brachyura,,Rajidae,,gillnet,,research,,,United Kingdom,Atlantic,NW,,Irish Sea,coastal,at-vessel mortality,0,1,visual,2021,2021,sporadic,stationary,120,total_length,,455,,oviparous,,demersal,Clarke et al (2024),,,,,,,,,,Raja,brachyura,Blonde ray,blonde ray
Raja montagui,,Rajidae,,gillnet,,research,,,United Kingdom,Atlantic,NW,,Irish Sea,coastal,at-vessel mortality,0,21,visual,2021,2021,sporadic,stationary,80,total_length,,329,,oviparous,,demersal,Clarke et al (2024),,,,,,,,,,Raja,montagui,Spotted ray,spotted ray
Chlamydoselachus anguineus,,Chlamydoselachidae,,longline,,research,,,,Atlantic,NE,,Portugal,deep-sea,at-vessel mortality,0.8,5,visual,2012,2014,sporadic,ram,200,total_length,,785,,oophagy,,bathydemersal,Moura et al (2018),,,,,,,,,,Chlamydoselachus,anguineus,Frilled shark,frilled shark
Dalatias licha,,Dalatiidae,,longline,,research,,,,Atlantic,NE,,Portugal,deep-sea,at-vessel mortality,0.833,6,visual,2012,2014,sporadic,stationary,182,total_length,,95.5,,yolk-sac viviparity,,bathydemersal,Moura et al (2018),,,,,,,,,,Dalatias,licha,Kitefin shark,kitefin shark
Scyliorhinus canicula,,Scyliorhinidae,,longline,,research,,,,Atlantic,NE,,Portugal,deep-sea,at-vessel mortality,0.588,160,visual,2012,2014,sporadic,stationary,100,total_length,,400.5,,oviparous,,demersal,Moura et al (2018),,,,,,,,,,Scyliorhinus,canicula,Lesser spotted dogfish,lesser spotted dogfish
Galeus melastomus,,Pentanchidae,,longline,,research,,,,Atlantic,NE,,Portugal,deep-sea,at-vessel mortality,0.65,20,visual,2012,2014,sporadic,stationary,90,total_length,,1027.5,,oviparous,,demersal,Moura et al (2018),,,,,,,,,,Galeus,melastomus,Blackmouth catshark,blackmouth catshark
Orectolobus ornatus,,Orectolobidae,,longline,,research,,,,Pacific,SE,,Australia,coastal,at-vessel mortality,0,19,visual,2020,2020,sporadic,stationary,290,total_length,,52.5,,yolk-sac viviparity,,reef-associated,Broadhurst & Tolhurst (2021),,,,,,,,,,Orectolobus,ornatus,Ornate wobbegong,ornate wobbegong
Orectolobus maculatus,,Orectolobidae,,longline,,research,,,,Pacific,SE,,Australia,coastal,at-vessel mortality,0.67,3,visual,2020,2020,sporadic,stationary,320,total_length,,124,,yolk-sac viviparity,,reef-associated,Broadhurst & Tolhurst (2021),,LF,,,,,,,,Orectolobus,maculatus,Spotted wobbegong,spotted wobbegong
Orectolobus halei,,Orectolobidae,,longline,,research,,,,Pacific,SE,,Australia,coastal,at-vessel mortality,0,2,visual,2020,2020,sporadic,stationary,256,total_length,,97.5,,yolk-sac viviparity,,demersal,Broadhurst & Tolhurst (2021),,,,,,,,,,Orectolobus,halei,Banded wobbegong,banded wobbegong
Scyliorhinus canicula,lesser spotted dogfish shark,Scyliorhinidae,,longline,,research,,,,Atlantic,E,,Galicia,coastal,at-vessel mortality,0,18,visual,2020,2020,sporadic,stationary,100,total_length,,400.5,,oviparous,,demersal,Alonso-Fernandez et al (2022),Survival assessed  at the short and long terms but we only record proportions for long-term survival (more than 72h after capture),LF,,,,,,,,Scyliorhinus,canicula,Lesser spotted dogfish,lesser spotted dogfish
Somniosus microcephalus,,Somniosidae,,longline,,research,,,,Atlantic,,,Canada,deep-sea,at-vessel mortality,0,46,visual,2013,2014,sporadic,stationary,730,total_length,,1323.5,,yolk-sac viviparity,,benthopelagic,Barkley et al (2016),,,,,,,,,,Somniosus,microcephalus,Greenland shark,greenland shark
Mustelus antarcticus,,Triakidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.6,3697,visual,1998,2001,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Cephaloscyllium laticeps,,Scyliorhinidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0,1034,visual,1998,2001,sporadic,stationary,150,total_length,,110.5,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Cephaloscyllium,laticeps,Draughtboard shark,draughtboard shark
Pristiophorus cirratus,,Pristiophoridae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.23,1008,visual,1998,2001,sporadic,stationary,149,total_length,,335,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Pristiophorus,cirratus,Common sawshark,common sawshark
Heterodontus portusjacksoni,,Heterodontidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0,521,visual,1998,2001,sporadic,stationary,165,total_length,,137.5,,oviparous,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Heterodontus,portusjacksoni,Port Jackson shark,port jackson shark
Squalus megalops,,Squalidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.06,254,visual,1998,2001,sporadic,stationary,64,total_length,,390,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Squalus,megalops,Shortnose spurdog,shortnose spurdog
Pristiophorus nudipinnis,,Pristiophoridae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.22,223,visual,1998,2001,sporadic,stationary,124,total_length,,82.5,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Pristiophorus,nudipinnis,Southern sawshark,southern sawshark
Galeorhinus galeus,,Triakidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.7,105,visual,1998,2001,sporadic,ram,199,total_length,,400,,yolk-sac viviparity,,benthopelagic,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Galeorhinus,galeus,Tope shark,tope shark
Notorynchus cepedianus,,Hexanchidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.83,59,visual,1998,2001,sporadic,ram,296,total_length,,285,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Notorynchus,cepedianus,Broadnose sevengill shark,broadnose sevengill shark
Urolophus paucimaculatus,,Urolophidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.23,41,visual,1998,2001,sporadic,stationary,,total_length,,,,,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Urolophus,paucimaculatus,Sparsely-spotted stingaree,sparsely-spotted stingaree
Myliobatis australis,,Myliobatidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.21,41,visual,1998,2001,sporadic,,,disk_width,,,,,,reef-associated,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Myliobatis,australis,Australian bull ray,australian bull ray
Squatina australis,,Squatinidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.33,24,visual,1998,2001,sporadic,stationary,152,total_length,,65,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Squatina,australis,Australian angelshark,australian angelshark
Aptychotrema vincentiana,,Trygonorrhinidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.2,5,visual,1998,2001,sporadic,stationary,,total_length,,,,,,demersal,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Aptychotrema,vincentiana,Western shovelnose ray,western shovelnose ray
Isurus oxyrinchus,,Lamnidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.75,4,visual,1998,2001,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Walker et al (2005),mesh size of 6 inches,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Mustelus antarcticus,,Triakidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.53,928,visual,1998,2001,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Mustelus,antarcticus,Gummy shark,gummy shark
Heterodontus portusjacksoni,,Heterodontidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0,257,visual,1998,2001,sporadic,stationary,165,total_length,,137.5,,oviparous,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Heterodontus,portusjacksoni,Port Jackson shark,port jackson shark
Galeorhinus galeus,,Triakidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.02,82,visual,1998,2001,sporadic,ram,199,total_length,,400,,yolk-sac viviparity,,benthopelagic,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Galeorhinus,galeus,Tope shark,tope shark
Sphyrna zygaena,,Sphyrnidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.03,77,visual,1998,2001,sporadic,ram,400,total_length,,100,,placental viviparity,,pelagic,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Sphyrna,zygaena,Smooth hammerhead,smooth hammerhead
Squalus megalops,,Squalidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0,71,visual,1998,2001,sporadic,stationary,64,total_length,,390,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Squalus,megalops,Shortnose spurdog,shortnose spurdog
Myliobatis australis,,Myliobatidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.09,53,visual,1998,2001,sporadic,,,disk_width,,,,,,reef-associated,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Myliobatis,australis,Australian bull ray,australian bull ray
Pristiophorus cirratus,,Pristiophoridae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.07,43,visual,1998,2001,sporadic,stationary,149,total_length,,335,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Pristiophorus,cirratus,Common sawshark,common sawshark
Carcharhinus brachyurus,,Carcharhinidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0,42,visual,1998,2001,sporadic,ram,322,total_length,,73,,placental viviparity,,reef-associated,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Carcharhinus,brachyurus,Copper shark,copper shark
Pristiophorus nudipinnis,,Pristiophoridae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.33,27,visual,1998,2001,sporadic,stationary,124,total_length,,82.5,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Pristiophorus,nudipinnis,Southern sawshark,southern sawshark
Notorynchus cepedianus,,Hexanchidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.79,24,visual,1998,2001,sporadic,ram,296,total_length,,285,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Notorynchus,cepedianus,Broadnose sevengill shark,broadnose sevengill shark
Alopias vulpinus,,Alopiidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.63,19,visual,1998,2001,sporadic,ram,573.3,total_length,,325,,oophagy,,pelagic,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Alopias,vulpinus,Thresher,thresher
Squatina australis,,Squatinidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.11,19,visual,1998,2001,sporadic,stationary,152,total_length,,65,,yolk-sac viviparity,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Squatina,australis,Australian angelshark,australian angelshark
Orectolobus maculatus,,Orectolobidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0,4,visual,1998,2001,sporadic,stationary,320,total_length,,124,,yolk-sac viviparity,,reef-associated,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Orectolobus,maculatus,Spotted wobbegong,spotted wobbegong
Urolophus paucimaculatus,,Urolophidae,,gillnet,,research,,,,Southern,,,Australia,coastal,at-vessel mortality,0.5,2,visual,1998,2001,sporadic,stationary,,total_length,,,,,,demersal,Walker et al (2005),mesh size of 6 and 6 1/2 inches,,,,,,,,,Urolophus,paucimaculatus,Sparsely-spotted stingaree,sparsely-spotted stingaree
